Time,Subtitle,Translation
56:00,荷造りしよ～,I better pack.
56:20,（大久保）頑張ってな （小泉）お世話になりました,-Good luck. -Thank you.
56:23,（技術員）頑張って,Good luck.
56:25,（笹倉）お疲れさん （小泉）お世話になりました,-You did great. -Thank you.
56:27,（樋口）小泉くん （小泉）あ,Koizumi.
56:29,（樋口）ご苦労様でした （小泉）お世話になりました,-Thanks for your hard work. -Thank you.
56:31,（樋口）よく頑張りました （小泉）ありがとうございました,-You're a hard worker. -Thanks.
56:37,（晶）元気で （小泉）おう,Take care.
56:43,（細野）色々 ありがとう （小泉）ありがとう,-Thanks for everything. -Thank you.
56:56,（小泉） 俺の分も 最後まで頑張って,Don't ever give up. Do it for me too.
57:03,なっ？,Okay?
57:15,（バイテク教授）そろそろ行こうか,You ready?
57:19,（小泉） 皆さん お世話になりました ありがとうございました,Thanks for all you've done. I really appreciate it.
57:22,（樋口）お疲れ様でした,Thank you.
57:46,（美波）あの…,I'm…
57:49,先日は… 申し訳ありませんでした,I'm sorry about what happened the other day.
57:54,（樋口） あれはまあ 私の 監督不行き届きですんで どうか,That was my fault for not providing proper supervision.
57:58,（笹倉） いやいや 教授は悪ないわ,"It wasn't your fault, Professor."
58:03,（大久保） 取引先に“あんたとこもレベル 下がったな”って言われたわ,Our customers have mentioned that our staff quality has deteriorated.
58:07,（美波） ご迷惑をおかけしました これからは ちゃんと,Sorry for the trouble. I promise I'll do better!
58:10,（樋口）すいませんでした,I'm sorry.
58:11,（笹倉） ほんまに ちゃんと やってもらわな困るで,You really need to step up your game.
58:15,大事に育ててんねやからな,"After all, we raise them will loving care."
58:18,気いつけてよ　な？,"Be careful, okay?"
58:20,（美波） はい　頑張りますんで,Understood. I'll do my best.
58:23,（樋口）ほんま すいません （笹倉）教授,-I'm really sorry. -Professor...
58:25,（樋口） いやいや ほんま すいませんでした,"No, I mean it. I'm sorry."
58:31,（笹倉）いや もう… ほら,"Enough, come on."
58:35,（美波）すいません （樋口）ううん,-Sorry. -It's okay.
58:37,（樋口） 大丈夫 大丈夫　な？ すいませんでした,"It's all right now, okay?"
1:00:28,（笹倉） ああ… あー そっちは明日でええで,That can wait till tomorrow.
1:00:32,（美波）やります,"No, I'll do it."
1:00:33,（笹倉） かまん　かまん 暑いし しんどいやろ,It's so hot. You must be tired.
1:00:36,（美波）大丈夫です,I'm fine.
1:00:41,（細野） 高山さん 最近 頑張りすぎだよね,Takayama has been working too hard lately.
1:00:46,（晶） 今までが 不真面目すぎたんや,She didn't take her work seriously enough before.
1:00:58,（細野）こっちやっとくね （美波）あ ありがとう,-Let me do that. -Thank you.
1:01:02,なぁ 細野くん （細野）ん？,Hosono…
1:01:06,（美波） どうやったら 虫 平気になる？,How can I learn to stand bugs?
1:01:09,（細野）え？ （美波）あー ほら そこ,-What? -Like that one there!
1:01:11,結構おるからさー,They're all over the place.
1:01:14,いい加減 慣れんと,I have to work on that.
1:01:16,（細野）虫は可愛いよ,Bugs are cute.
1:01:18,ゴカイだって よく見れば,If you look at rag worms--
1:01:20,いや～ もう ゴカイは無理 も～ ほんまに無理,I can't stand them. I really can't.
1:01:23,（細野･美波）フフフ （細野）可愛いのに,But they're cute.
1:01:25,（細野） 個性があるんだ　ゴカイごとに 色んなのがいてね （美波） あー もういいよ もうゴカイの話は,-They've got their own personalities. -That's enough about rag worms.
1:01:33,（大戸）一番好きな寄生虫は何？,What's your favorite parasite?
1:01:36,（細野）タイノエです （晶）タイノエ？,-Ceratothoa verrucosa. -Really?
1:01:39,（大戸） タイの口とかにいる 節足動物だよ,It's an arthropod that lives in the mouth of carp.
1:01:42,（晶）いや 知ってますけど,I know what they are.
1:01:43,（細野）可愛いんですよね～ つがいで住むんですよね～,They're so cute. Two creatures living as one.
1:01:47,（大戸） 昔は縁起物だったんだよ,They were once seen as good luck.
1:01:49,（晶） えー 寄生虫が縁起物なんて,Parasites as good luck?
1:01:53,（大戸･細野）おかしくないでしょ,Nothing strange about that.
1:01:56,（樋口） でね あのー 生け簀に 沖出しする頃には,"By the time we put them in the ocean cages,"
1:01:59,だいぶ速く泳げるように なってるんですよ,they're really fast swimmers.
1:02:01,（美波）はいはい （樋口）でもね―,-I see. -However…
1:02:02,方向転換が下手やから （笑い声）,they stink at changing course.
1:02:05,たまに だからダーンって こう衝突死するんですよ,They sometimes die by running into things.
1:02:08,（美波）えー 痛そう （樋口）うん 痛い,-Sounds painful! -It is.
1:02:10,（笹倉）子やから落ち着きないんや （樋口）そうそうそう,"-They're kids, so they can't sit still. -Right."
1:02:12,（笹倉）昔はよぉ晩に死んだんやで,Many used to die at night.
1:02:14,（美波）晩に？ （樋口）死にましたね～,"-At night? -Yeah, they used to die."
1:02:17,（笹倉） 生け簀のはたの道通る 車のヘッドライト,It was the car headlights from the road next to the cages.
1:02:20,あれにびっくりして パニックなって,They'd get startled and panic.
1:02:22,（美波）え～ 繊細 （樋口）繊細,-They're so sensitive. -That's right.
1:02:24,でもあの 生け簀にこう カバーかけても無理やからね,But we can't put a cover over the floating cages.
1:02:28,今もうだから逆に夜通しね もう明かり当てるようにしたったん,So we light them up all through the night.
1:02:32,（美波）あ 逆転の発想ですね （樋口）そうそう,-Reverse thinking. -Exactly.
1:02:36,あの 魚はしゃべれません だからね 死んで抗議するんです,"Fish can't speak, so they tell you they're unhappy by dying."
1:02:42,で 陸の生き物と違(ちご)て 答えは水ん中でしょう,"And unlike land animals, their answer comes in the water."
1:02:45,もう 簡単には解決せえへん,There's no simple solution.
1:02:48,だからもう うわ～！ ってなるけどね,So it's very frustrating!
1:02:53,それがまあ 我々 “魚飼い”の 研究者にとっての醍醐味ですわ,But that's the real thrill we researchers get from raising fish.
1:02:59,魚飼い？,Raising fish?
1:03:01,（笹倉）そや,That's right.
1:03:03,魚飼いの執念と根性が,Our tenacity and grit raising fish…
1:03:07,生存率を0.1％から ５％に上げたんや,increased their survival rate from 0.1% to 5%.
1:03:13,須藤くん おかえり！ えっヘっへ,"Sudo, welcome back!"
1:03:17,たまには懇親会もええやろ 飲もら 飲もら　ビールか？,You should join us! Have a drink. How about a beer?
1:03:21,（須藤）あ いや 僕は （美波）あ お茶入れますね,"-No, I… -I'll make some tea."
1:03:25,（樋口）お疲れ様です （須藤）お疲れ様です,-Have a seat -Thanks.
1:03:27,（樋口）今日は何を？,Today you were…?
1:03:28,（須藤）形態調査の準備を （樋口）ああ,Preparing an ecological study.
1:03:30,いいですね　期待してます,I look forward to it.
1:03:32,（笹倉） これこれ ウマイで これ ほうら,"Here, this is really tasty."
1:03:36,他～,And what else?
1:03:39,（樋口）で 例の件…,About that thing we talked about…
1:03:43,どうですか？,What do you think?
1:03:48,できれば 私は君に…,"If possible, I'd really like you to…"
1:03:53,春からここで…,Here this spring--
1:03:54,（須藤）北九州水産研究所を 検討中で…,I'm thinking of joining… the Kitakyushu Aquaculture Research Institute.
1:04:00,（樋口）そうですか…,I see.
1:04:03,あそこは設備 整ってますね,They're certainly well equipped.
1:04:07,（須藤）すいません （樋口）いえいえ,-I'm sorry. -No worries.
1:04:12,（笹倉）はいはい 須藤くーん,"Here you are, Sudo."
1:04:16,よしよしよしよし よし,"Okay, all set."
1:04:18,ホープの須藤くん 来てくれたで 乾杯や,"Let's have a toast to Sudo, our future hope!"
1:04:22,（笹倉）せーの 乾杯！ （一同）乾杯！,"One, two… Cheers!"
1:04:36,（樋口） これ うちの家内が作ったんで 食べてください ま いつものですけど,"My wife made it. It's nothing special, but give it a try."
1:04:40,（須藤）いただきます,Thank you.
1:04:42,（樋口） そうですか　形態調査ですか,"So, an ecological study?"
1:04:46,かなりあれ 面倒くさいでしょ,"They can be a real pain, huh?"
1:04:48,（須藤）はぁ,Yeah.
1:04:52,（担当者） うん　おたくのマグロ 脂のノリがええわ,Our tuna is nice and fatty.
1:04:56,ヤケが入ってへんから 安心して仕入れられるしね,"There's no damage to the meat, so we can stock it worry free."
1:05:00,（樋口） 注文されるのは どんな お客さんですか？,What sort of customers order it?
1:05:03,（担当者）そうやね～,Well…
1:05:05,団体さんと 個人では 30代以上が多いなぁ,Mostly organizations and individuals over thirty.
1:05:10,ほら あそこのお客さん,Like those customers there.
1:05:12,近大マグロ定食,They have the Kindai Tuna combo.
1:05:15,大卒のマグロや言うて 写真撮って盛り上がってたわ　フフ,They joked about the tuna that went to college and took pictures.
1:05:24,（美波） フフ　ええですねぇ,RESTAURANT AND STORE SHIONOMISAKI TOWER I think it's great.
1:05:28,飼育して 研究して 社会に送り出す,"Raising fish, conducting research, and delivering it to the world."
1:05:31,あー 実学って感じ,Practical science!
1:05:34,あ ３年魚ってことは 須藤さんが 研究合宿にいた頃の？,Those three-year-old fish… Were they from when you were went to camp?
1:05:41,（須藤） ３回生の夏 卵から育てた子だよ,They're the fish we raised from eggs when I was a junior.
1:05:44,（美波） 教授の言う “箱入り娘を 嫁に出す気持ち”ですか？,Does it feel like a daughter leaving to get married like the professor said?
1:05:49,（須藤）そうだね,Yeah.
1:05:55,（美波）昨日 聞いちゃいました,I overheard you yesterday.
1:05:58,北九州の研究所に？,You're off to the Kitakyushu institute?
1:06:03,（須藤）まだ 検討中で…,I'm still considering it.
1:06:07,教授は残って欲しいみたいですね,The professor wants you to stay here.
1:06:12,あはっ　ごめんなさい 私 関係ないのに,"Sorry, it didn't mean to be nosy."
1:06:15,いや 須藤さんが残ったら 教授も マグロも喜ぶなぁと思て,I just thought that the professor and tuna would be happy if you stayed.
1:06:25,（須藤）マグロが喜ぶ？,The tuna would be happy?
1:06:28,（美波） だって めっちゃ好きですやん マグロ,"Yeah, because you really love them."
1:06:51,防災串本です,This is the Kishimoto Disaster Center.
1:06:53,台風接近のため串本大橋は 通行止めとしております,The Kishimoto bridge has been closed due to the approaching typhoon.
1:06:58,ご協力を…,Thank you for understanding.
1:07:02,（須藤） 給餌のセットは 納屋に入れた？ （美波）はい,-You put the feeding set in the shed? -Yes.
1:07:05,（須藤） 水槽 乾かして 放置してないよね？,No tanks left out after drying them?
1:07:07,（晶）大丈夫です,All good.
1:07:09,（細野）台車片付けました,The cart's taken care of.
1:07:12,ガレージの鍵です （須藤）ありがとう　あとは…,-The garage key. -Thanks.
1:07:15,（樋口）あ 須藤くん,Sudo.
1:07:17,ちょっと施設が心配やから 私ここへ泊まりますわ,"I'm worried about the facilities, so I'm staying here tonight."
1:07:20,君らも今出ると危ないから しばらくここにいなさい,"It's too dangerous outside, so wait here for now."
1:07:23,（美波）はい,Okay.
1:07:28,（笹倉） 作業室 今日使(つこ)うたん 誰な？,Who used the workroom today?
1:07:31,（晶）あ はい,I did.
1:07:32,（笹倉）鍵 忘れたやろ？,You forgot to lock it.
1:07:34,風で戸 開いてしもて,The wind blew the door open.
1:07:36,顕微鏡もソフテックスも びっちゃびちゃや,The microscopes and electronics are soaked!
1:07:38,（樋口）あー それ 動作確認しました？ （笹倉）まだや,-They still work? -Haven't checked.
1:07:40,（樋口）ああじゃあ 見ましょうか （晶）すいません　あの…,"-Let's go have a look. -I'm sorry, let me--"
1:07:42,（笹倉） 危ないから来んでもええわ！,"It's too dangerous, stay here!"
1:07:46,（晶）どうしよう,I blew it.
1:07:48,（細野）だい…大丈夫だよ （晶）大丈夫ちゃうよ！,-It's all right. -No it's not!
1:07:50,何十万 何百万の機械やで,That equipment is really expensive.
1:07:53,壊れたら すごい迷惑かかる 弁償もできんし,It's a huge problem if it's broken. I can't afford that much.
1:07:56,（美波）落ち着き （晶）だって…,-Calm down. -That was stupid forgetting to lock up.
1:07:58,鍵忘れるなんて うちアホや　最低や,-Calm down. -That was stupid forgetting to lock up. -I'm the worst! -Don't say that!
1:08:02,（美波）そこまで言わんでも,-I'm the worst! -Don't say that!
1:08:03,（細野）そうだよ 誰でも失敗は （晶）失敗できんねん,-Everyone makes mistakes. -I can't screw this up.
1:08:07,うちは…,I…
1:08:09,（美波）黒田さん？,Kuroda?
1:08:25,（美波）あの…どしたん？,What's wrong?
1:08:30,（晶）大学行くって言うたら 親なんて？,What did your parents say when you told them you're going to college?
1:08:35,（美波）あ…特に…,Nothing special.
1:08:38,両親 大学の同期やし 当然行くやろ みたいな,"My parents met in college, so it was only natural that I'd go too."
1:08:46,（晶） うち…みかん農家一族やねん,My family grows tangerines.
1:08:49,ヒイじいちゃんとか 親戚のおっちゃんとか “女の子は大学なんか 行かんでええ” ゆう感じ,My great grandpa and uncles… they think girls don't need to go to college.
1:08:57,親もサラリーマン辞めて 農家なったから,Even my dad ended up farming instead of working at a company.
1:09:01,似たようなもんかな,He's just like them.
1:09:05,でも…おじいちゃんが 変わっててな 次男坊で,But my grandpa was different. He was the second son.
1:09:11,ここで技術員しててん,He was a technician here.
1:09:14,（美波）そやったん？,Really?
1:09:16,ほな ここよぉ来てたん？,So did you come here a lot?
1:09:18,（晶）小さい頃は,When I was little.
1:09:21,ほいで 高校ん時おじいちゃんに,"Then when I was in high school, I told my grandfather…"
1:09:25,“みかんより魚育てたい”って 言うたら,"""I want to raise fish, not tangerines."""
1:09:30,遺言で “晶には好きな勉強 させたれ”,"In his will, he wrote… ""Akira, you study whatever you want."""
1:09:36,学費もちょっと 残しといてくれて,And he left me some tuition money.
1:09:41,ええ おじいちゃんやね,That's just like a grandpa.
1:09:44,まぁまぁ もめたよ,It caused some trouble.
1:09:47,おじいちゃんは晶を贔屓(ひいき)してる て従兄が怒ったり,My cousin got mad and said my grandpa was playing favorites.
1:09:51,おばちゃんが “さぞ立派な 勉強するんやろうねぇ”て,"And my aunt sarcastically said, ""I bet you'll be studying something really important."""
1:09:55,嫌味 言うてきたり,"""I bet you'll be studying something really important."""
1:09:59,全然 おじいちゃんの看病 せんかったくせに,She didn't even help care for him.
1:10:07,そやから うち…,So that's why…
1:10:10,失敗できんねん,I can't screw this up.
1:10:16,遊んでるって誤解されたら 嫌やねん,I don't want them to think I was playing around.
1:10:25,おじいちゃん マダイの飼育担当やってん,My grandfather bred red sea bream.
1:10:31,育ちのええ子を掛け合わせて 20代目くらい,He mated the best fish together for some 20 generations.
1:10:38,大きくなったーて 喜んでた,He was delighted about how big they got.
1:10:42,うちがＤＮＡ検査で,I want to use DNA testing…
1:10:47,もっとよぉ育つ技術を 確立させたいねん,to develop even better breeding technology.
1:10:59,でもな…,But…
1:11:02,そうやって 気ぃ張って,I'm always too serious.
1:11:08,厳しすぎる自分が嫌,I hate how I'm so hard on others.
1:11:14,すっごい嫌,I can't stand it.
1:11:19,嫌い,I hate it.
1:11:22,大っ嫌い！,I really hate it!
1:11:46,（美波）晶ちゃん,Akira.
1:11:50,厳しいのは,You're hard on people…
1:11:52,細かいことに よぉ気つくからやで,because you pay attention to the details.
1:11:57,落ち込むんは そんだけ 責任感が強いからやで,You're feeling down because that's how much you're invested in this.
1:12:05,筋通ってて カッコええよ,I totally get it. It's kick-ass.
1:12:08,自分のこと 嫌いにならんでええよ,You don't have to hate yourself.
1:12:12,めっちゃ 頑張ってるやん 絶賛してええよ,"You're working so hard, you should be proud of yourself."
1:12:17,自分で自分 褒められへんのやったら 私が絶賛する,"If you won't pat yourself on the back, then I will."
1:12:21,晶ちゃんスゴイ　おじいちゃんの ＤＮＡ めっちゃ生きてる,"You're amazing, Akira. You've got a ton of your grandpa's DNA in you!"
1:12:34,せっかく好きな勉強 できるんやし,We've got this chance to study something we love.
1:12:39,楽しも,Let's enjoy it.
1:12:43,頑張ろ　一緒に,Let's tough it out together.
1:12:47,な？,Okay?
1:12:56,（細野） あっ 黒田さん 大丈夫だったよ 動作確認できたって,"It's all right, Kuroda. All the equipment still works."
1:13:03,（晶）良かった,What a relief.
1:13:07,よしよし 晶ちゃ～ん あはは,"That's awesome, Akira!"
1:13:12,頑張ろ～　な？ あははは,"Let's tough it out, okay?"
1:13:22,（樋口） はぁー また同じ 番組からですか,LIVE STREAM GUEST APPEARANCE It's from that same show again.
1:13:28,炎上を からかいたいんでしょうね,Probably want to stir up more controversy.
1:13:30,（美波）ですよね （樋口）うーん,Yeah.
1:13:33,（事務員） 断りますね　他のも,Let's pass. Same for the other.
1:13:35,（美波）他にも来てるんですか？ （樋口）うーん なんかね,-There's others? -Yeah.
1:13:39,“女子大生武勇伝”とか なんか色々,"One's called ""The Courageous Coeds."""
1:13:41,まあまあ じき収まるでしょ,It will die down eventually.
1:13:45,（美波）あの…,Well…
1:13:48,この番組…出ます,I want to try this show again.
1:13:53,隠れてたら バッシングが終わりません,Hiding away won't stop the bashing.
1:13:57,私のせいで 研究所まで悪く言われてる,It's my fault the institute is getting bad press.
1:14:01,ちゃんと謝りたいです,I want to make it right.
1:14:11,（ディレクター） TUNAガールこと 高山美波さん 再びの ご出演 ありがとうございます～,"Minami Takayama, aka Tuna Girl! Thank you for coming back on our show."
1:14:16,どうでしたか 前回の放送の反響は？ というか炎上ですかね,"You sparked quite a reaction last time, or should I say, a firestorm."
1:14:21,はい,I did.
1:14:24,先日は 私の調子に乗った 取材対応で 多くの方に ご迷惑をおかけしました,I got carried away last time. I caused a lot of people a lot of grief.
1:14:30,申し訳ありませんでした,I'm truly sorry.
1:14:32,（ディレクター） なるほど 深く反省していると,I see. You really regret it.
1:14:35,番組にもたくさん 質問メールが… （笹倉）ちょっと 教授,-We got lots of email questions. -Professor!
1:14:39,（笹倉） こんなタイトルやで,-They want a Tuna Girl update. -Look at the title.
1:14:42,あれから毎日 真剣にマグロを育ててます,"TUNA GIRl OUTRAGE COMMENTS WELCOME! Since that day, I've been working hard raising tuna."
1:14:46,（美波） マグロは…,Tuna are…
1:14:47,（樋口） あららら やっぱりですか,"I'm not really surprised. …and they're energetic, fast-swimming fish."
1:14:50,（美波） 泳ぐスピードも速い 勢いのある魚です,"…and they're energetic, fast-swimming fish."
1:14:52,（美波）が 実はデリケートで,But they are really delicate.
1:14:54,すぐ死んでしまいます,They die really easily.
1:14:56,（ディレクター） それは自分の ウッカリのせいでは？,So your carelessness killed them?
1:14:58,先日の失敗は ほんまに私のミスです,I made a terrible mistake the other day.
1:15:01,申し訳ありませんでした,I've absolutely no excuse!
1:15:04,でも 小さい頃は ほんとに よく死ぬんです,"However, they really do die easily."
1:15:08,浮いたら死ぬし 沈んでも死ぬし,They die when they surface and when they sink.
1:15:11,触ると死ぬし 共食いして死ぬし 衝突して死ぬ,"They die from cannibalism, collisions, and being touched."
1:15:15,ものすごく繊細なんです,They're so delicate.
1:15:16,（ディレクター） だから自分が殺したのは ほんの一部だと言いたい？,You're saying you had little to do with killing them?
1:15:19,違います！,No!
1:15:21,そういう育てづらい魚を ここの皆さんは 一生懸命 丁寧に…,Everyone here works hard to raise these difficult-to-raise fish--
1:15:25,（ディレクター） そもそも 狭い生け簀に閉じ込めて 育てるってことに 心が痛みませんか？,You don't feel bad about making them live in such small cages?
1:15:30,（美波）そ…それは…,Well…
1:15:32,でも 大きくなれば 大きな生け簀に移しますし,We move them to larger cages once they're big enough.
1:15:36,餌を十分に与えて 良好な飼育環境を,"They've plenty to eat, and a nice place to live."
1:15:39,（ディレクター） やっぱり養殖って 薬漬けですよね？,Aren't they full of antibiotics?
1:15:41,そんなこと ありません,That's not true!
1:15:42,水質をしっかり管理して 安全性に配慮してますし,We control water quality and keep safety in mind.
1:15:46,水銀値も 天然魚より低くて （ディレクター） や なんか難しいっすね　 あは,"-There's less mercury than wild-- -It's not so clear cut, is it?"
1:15:50,TUNAガールとして （晶）頑張って （ディレクター） 完全養殖を押したいって気持ちは,"You're Tuna Girl, so you want to promote fully-farmed fish."
1:15:53,わかりますけど まあ 応援しますけど （美波）あの―,-I get that and wish you luck-- -You're not listening!
1:15:56,聞いて下さい　卵から 育てる完全養殖は,-I get that and wish you luck-- -You're not listening! Full farming from fish eggs doesn't damage natural resources.
1:15:59,天然資源にダメージを 与えない手法で,Full farming from fish eggs doesn't damage natural resources.
1:16:01,完全養殖は前回 たっぷりやりましたんで ちょっと別の方に 聞きますね,You covered all that last time. Let's hear from someone else.
1:16:07,（ディレクター） 美波さんは研究所では どんな態度で？,What's Minami like at the institute? I'M SICK OF HEARING ABOUT FARMING
1:16:12,態度は…普通で,She's… normal. DIRECTOR SNUBS MINAMI!
1:16:15,（ディレクター） 普通じゃ わかんないっすよ あ じゃあ どんな研究を？,That doesn't tell us anything. What sort of work does she do?
1:16:20,クエの浮袋の開く タイミングを,PRETTY BOY LOOKS NERVOUS She studies swim bladder inflation in longtooth grouper.
1:16:22,（ディレクター） あれ ここってマグロだけ じゃないんですか？,She studies swim bladder inflation in longtooth grouper. Isn't this place just for tuna?
1:16:25,様々な魚種のケアを,We study all sorts of fish.
1:16:27,（ディレクター） いや 浮袋って よく 分からないんですけど,I've never heard of a swim bladder. WHO CARES ABOUT THIS?
1:16:30,浮袋が まだ 形成されてない仔魚は,Fish that have an undeveloped swim bladder
1:16:33,夜間に遊泳活動が 弱まった際,sink to the bottom of the tank and die
1:16:35,水槽の底に沈んで 体を傷つけて死ぬんです,when their swimming slows down at night.
1:16:39,そこで ふ化後 どれくらいの時期に,We try to prevent this through statistical analysis
1:16:42,浮袋ができるのか 統計を取って 対策に活かします,of how long swim bladder inflation takes after they hatch.
1:16:46,例えば クロマグロは ふ化して３日目に 浮袋ができるので,Bluefin swim bladders inflate three days after hatching.
1:16:50,３日目は浮上死対策の 油膜をどけて 空気を吸わせます,"So to prevent surface deaths, we remove the oil film"
1:16:52,そうすることによって 浮袋に空気が…,to allow swim bladder inflation--
1:16:54,（ディレクター） いや もういいです はは,Enough about that!
1:16:56,魚オタク ヤバいっすね ははは,Yikes! What a fish nerd!
1:16:59,いやもう 魚に 取りつかれたみたいに,It sounded like you were possessed by a fish.
1:17:01,しゃべるから もう びっくりしました,It sounded like you were possessed by a fish. Didn't see that coming!
1:17:04,（美波）あの！,Hey!
1:17:07,何しに来たんすか？,Why are you even here?
1:17:09,（ディレクター）え？,What?
1:17:10,バカにするつもりで 来てます？,Just to make fun of us?
1:17:12,（ディレクター） や その… メインは マグロ養殖の若者…,No… we're teaching young people about tuna--
1:17:14,ほな 私だけ いじりゃあええやん ここの人ら バカにしたら 許さへん,Then just mock me! I won't let you make fun of them.
1:17:20,みんなが どんだけ苦労して どんだけ真面目に魚を育ててるか,Do you have any idea how hard it is to raise fish like they do?
1:17:25,ケチつけて 話 遮って ちゃかして上から目線,"You criticize, interrupt, joke around, and condescend."
1:17:29,そんだけ偉いんやったら 自分も堂々と顔出せば？,Think you're cool? Then stop hiding behind the camera!
1:17:32,（ディレクター） ちょ あんた 反省してねーな,Then stop hiding behind the camera! -You didn't learn a thing. -I've nothing to lose!
1:17:33,（美波） 失うものないんで,-You didn't learn a thing. -I've nothing to lose!
1:17:35,名前も顔もさらして たたかれて,I'm already getting bashed on social media.
1:17:38,彼氏にも振られて 就活も絶対終わってるし,"My boyfriend dumped me, and I'll never find a job."
1:17:41,私のことは どーでもええねん,I don't care about myself.
1:17:43,真面目にマグロの取材 しましょうよ,-Let's make this about the tuna! -But…
1:17:45,（ディレクター） や その 僕 マグロ食べないんで ほな タイは？,-I don't even eat tuna. -What about sea bream?
1:17:47,マダイは80％が養殖や （ディレクター）え？,Eighty percent of red sea bream are farmed!
1:17:50,（美波） スーパーで売ってる ちっちゃいタイの切り身も,It takes a year or two to raise sea bream
1:17:53,誰かが１～２年かけて 育ててんねん,for the smallest fillets at the store!
1:17:55,毎日 餌やって 水槽掃除して 虫を駆除して,"They feed them, clean tanks, remove parasites,"
1:17:58,温度に水質に 衛生に気ぃ配って,"and monitor temperature, water quality, and health."
1:18:00,（ディレクター）あの どこへ？,Where are we going?
1:18:02,（美波） ここでは魚の餌 プランクトンも育ててる,This is where we raise plankton to feed the fish.
1:18:05,その栄養価が高まるように プランクトンの餌の クロレラも育ててる,We also raise Chorella algae to boost the plankton's nutritional value!
1:18:10,簡単ちゃうで,It ain't easy!
1:18:11,晴れが続くと 高温で枯れる,It dies if it's too warm.
1:18:13,冬に温度が低いと 繁殖が遅い,"When it's too cold, its growth slows."
1:18:15,魚の成長タイミングに ピッタリ合うように 繁殖させなあかん,They have to grow it at just the right time in the tuna's life cycle!
1:18:20,魚の餌の餌から めちゃめちゃ気ぃ使って 育ててんねん,We pay attention to every detail down to the plankton!
1:18:30,（美波）これはゴカイ,Rag worms!
1:18:33,ゴカイの研究なんか 意味わからんでしょ,I bet you don't know why we study them!
1:18:35,ゴカイはマグロの 寄生虫の宿主になんねん,Tuna parasites live in rag worms.
1:18:38,寄生虫を やっつけるために ゴカイの生態を 知らなあかんねん,We must understand their ecology to kill the parasites.
1:18:41,（ディレクター） ゴカイきついっす,No more worms!
1:18:42,（美波）細野くん （細野）はい,-Here Hosono. -Got it.
1:18:44,餌は何がええか,What should we feed them?
1:18:46,病気や寄生虫は どうやったら防げるか,How can we prevent diseases and parasites?
1:18:49,温度は？　水質は？ どの環境が最適か,"What's the ideal temperature, water quality, and environment?"
1:18:53,健康なマグロを育てるために 毎年いろんな課題を実践して 検証して試行錯誤して,"Raising healthy tuna requires tests, hard work, and trial and error."
1:19:00,そうやって32年かけて,They spent 32 years doing that.
1:19:02,ようやく たどり着いたんや 完全養殖ってゴールに！,Only then did they reach their goal… fully farmed tuna!
1:19:08,（樋口） いやいやいやいや いやいや,"No, not exactly."
1:19:11,ゴールちゃいます ちゃいます,It wasn't a goal.
1:19:14,マグロも他の魚と同(おんな)じ様に やっと養殖できるようになった とこですわ,We're finally able to farm bluefin just like other fish.
1:19:20,こっからがスタートですよ,This is just the beginning.
1:19:23,スタート？,The beginning?
1:19:27,そら生存率は0.1％から５％まで 持ち上げましたけど,"We raised the survival rate from 0.1% to 5%,"
1:19:32,さらに10％目指したい,but I'd like to aim for 10%.
1:19:35,で 10％達成したら もちろん それ以上伸ばしたい,"And once we reach 10%, I'd like to go even higher."
1:19:41,まだまだやな,We've a long way to go.
1:19:43,うん　まだまだですよ,"Yep, a long way to go."
1:19:51,そっか　そうですよね,"Yeah, you're right."
1:19:54,樋口教授も 前の教授から引き継いで,You picked up where your professor left off.
1:19:56,それをまた うちらの代が引き継いで,And we'll do the same after you.
1:20:00,何年もかけて もっと高いとこを 上の上を目指すんですね,We're aiming for higher heights year after year.
1:20:04,それが研究なんですね,That's what research is all about.
1:20:07,研究にゴールなんて ないんですね,There is no final goal in research.
1:20:12,はい,Exactly.
1:20:24,わかった？,You got that?
1:20:25,みんなガチで 研究してんねん,They're working their butts off.
1:20:28,養殖なめんな 研究なめんな,Don't make fun of farming or research!
1:20:31,人の仕事なめんなっ！,Don't make fun of other people's work!
1:20:35,（ディレクター）はい,SHE RIPPED HIM A NEW ONE! Got it.
1:21:47,ありがとー 元気に育つんやでー,Thank you! Grow up to be big and strong!
1:21:54,あっあ 見てほら,Look!
1:22:08,（樋口）うわーいい天気　暑いね （美波）うわ～ 暑い,"-Nice day. -It's so hot. Yeah, it's hot."
1:22:11,（樋口） さぁ 就職活動 始まりますよ どこ狙いましょう？,Time to start job hunting. What are you aiming for?
1:22:15,（晶） バイテク関連の 企業を探します （樋口）あー なるほど,-I'll look into biotech firms. -I see.
1:22:18,（細野）自治体の水産試験場を,A local aquaculture lab.
1:22:21,（樋口） あー うん 合ってると思う　うん,That's a good fit for you.
1:22:24,高山さんは？ （美波）え？,"And you, Takayama?"
1:22:26,あっ私ですか？ （樋口）はい,"-Who, me? -Yeah."
1:22:28,えっと…養殖の,Well... fish farming...
1:22:32,（樋口）はい,Yes?
1:22:33,養殖を…,Fish farming...
1:22:35,はい （美波）養殖で…,-Go on. -Fish farming....
1:22:38,（樋口）はい,Yes?
1:22:43,うー わからへんけど 養殖の役に立つ何かを,I don't know... but something that helps fish farming.
1:22:51,頑張ってください,Good luck.
1:22:56,（笹倉）ほんなら車回すわ （樋口）お 願いします,-I'll bring the car around. -Thanks.
