Time,Subtitle,Translation
29:31,エリックと奈緒美だけなんですね 酒が飲めるのが,Only Eric and Naomi can drink.
29:33,それで あの感じ （YOU）ねっ （山里）そして ちょっとお互い,And that vibe. They're both...
29:36,作ったカフェで 私がバリスタやるから みたいな,"The whole ""I'll be the barista at your café"" thing..."
29:39,全然 こう ２人が盛り上がっていくには 素材としては 絶対 いい素材ですもんね,It's a good foundation for something to happen.
29:43,２人しか飲まへんかったら,"And if only the two of them drink,"
29:45,お互い 酔っ払ったテンションで いろんなことも しゃべるやろうし,they'll probably talk about a lot of things when they're buzzed.
29:48,仲良くなっていくんちゃう？ （YOU）距離はね 縮まりますよね （徳井）酒で,-Things might happen. -They'll get closer.
29:52,かたや エリックとローレンも,"Eric and Lauren, too..."
29:55,絵とかね そういう話で,they have a common interest in art.
29:58,でもちょっと ローレンの 主役感がすごいね,Lauren feels like the star of the show.
30:01,（馬場園･山里）確かに ローレンを中心に 回ってますね,-That's true. -Things seem to be spinning around Lauren.
30:25,すごいね　めっちゃおしゃれ,"Wow, it's so stylish."
30:27,（ｴﾘｯｸ）ほんまに？ （ﾛｰﾚﾝ）うん おしゃれ,"-Really? -Yeah, it's stylish."
30:29,何か カチカチすぎひん？,You don't think it's too rigid?
30:31,ううん （ｴﾘｯｸ）これ これ窓で,-No. -This is the window.
30:34,（ｴﾘｯｸ）これ棚で （ﾛｰﾚﾝ）うん,This is the shelf.
30:37,（ｴﾘｯｸ）ここにサインがきて,The sign will be here.
30:40,（ﾛｰﾚﾝ）おー いいと思う （ｴﾘｯｸ）いいと思う？ （ﾛｰﾚﾝ）全部 見えるから,I think that's good. You can see everything.
30:44,（ｴﾘｯｸ）やってみましょう （ﾛｰﾚﾝ）ほい,-I'll try it. -Okay.
30:54,（侑哉）行く？,Coming?
31:02,（侑哉）行きますか （ﾛｰﾚﾝ）ついに ランニング行く,-Let's go. -Okay. We're going for a run.
31:05,頑張って （ﾛｰﾚﾝ）頑張る,-Good luck. -Good luck?
31:09,（ｴﾘｯｸ）頑張って,Good luck.
31:11,（奈緒美）ランニング？ （ｴﾘｯｸ）ランニング行ったんだ,-Running? -Running.
31:12,いってらっしゃい （ﾛｰﾚﾝ）いってきます （侑哉）いってきます,-Have fun! -See you!
31:44,（侑哉）これ右？,Should we go right?
31:47,（侑哉）疲れたよ （ﾛｰﾚﾝ）疲れてる 私も,-I'm tired. -You're tired? So am I.
31:50,（ﾛｰﾚﾝ）うわー きれい,It's so pretty.
32:12,（ﾛｰﾚﾝ）ここでいい？,-Is here okay? -Yeah.
32:15,お疲れさまです,Good job.
32:16,（侑哉）あー そう 聞きたいことあったのよ,There's something I wanted to ask you.
32:20,うん １つ （侑哉）１つ 聞きたいことあった （ﾛｰﾚﾝ）あったよね,"-You mentioned that. -Yeah, one question."
32:23,緊張してるけど何？ （侑哉）ハハハ,You seem nervous. What is it?
32:25,（侑哉）多分 答えづらいと思うよ （ﾛｰﾚﾝ）シリアスなこと？,I think it'll be hard for you to answer.
32:27,（ﾛｰﾚﾝ）えっ マジ？ （侑哉）うん,-Seriously? -Yeah.
32:29,（ﾛｰﾚﾝ）バイバイ （侑哉）何で？,-Bye. -Why?
32:33,じゃあ 男子の中でも 今 誰が一番いいの？ みたいな話してるんだ？,Have you talked about which of the guys you like best?
32:39,今の印象で,On first impression?
32:41,私が 誰が一番いいと思ってる？ （侑哉）そうそう…,-Who do I like the best? -Yeah.
32:44,男子の中で いい人いるの？ 何か 今,Is there someone you like out of the guys right now?
32:48,（ﾛｰﾚﾝ）いや 難しい みんな いいとこあるから,That's tough. Everyone has good features.
32:50,思ってるのは 今日 思ったのは,"Today, I thought..."
32:53,あー あの… 悠介から こういうとこ取って,"If I took this part of Yusuke,
32:57	侑哉から こういうとこ取って エリックから こう取って…	and took this part of Yuya, and this part of Eric..."
33:02,（侑哉）作ったら… （ﾛｰﾚﾝ）そうそう… （ﾛｰﾚﾝ）作ったらいいねと思ってる,"-If you combined them, it'd be perfect? -Yeah, it'd be nice."
33:06,みんなの性格 どんどん…,I'm starting to see everyone's personality.
33:08,（侑哉）分かってきた？ （ﾛｰﾚﾝ）分かっ… てるけど,"-You're starting to see? -I think so, but..."
33:13,まだ分かんないよね （侑哉）うん,I'm not sure yet.
33:19,いいね たまに２人で話すのも,It's nice to talk one-on-one.
33:22,（ﾛｰﾚﾝ）うん （侑哉）話したことないから （ﾛｰﾚﾝ）うん 話したことない,"-Since we haven't before. -No, we haven't."
33:35,帰る？ 疲れたし,Should we head home? I'm tired.
33:39,（侑哉）帰る？ （ﾛｰﾚﾝ）うん,"-Should we? -Yeah, let's."
33:48,（ﾛｰﾚﾝ）あー よく寝れそう （侑哉）走るか,-I'm going to sleep well. -Should we run?
12s,（YOU(ユウ)）こんばんは （一同）こんばんは,-Good evening. -Good evening.
14s,テラスハウスは 見ず知らずの男女６人が,Terrace House is a show about six strangers living together
16s,共同生活する様子を ただただ 記録したものです,Terrace House is a show about six strangers living together and we observe how they interact.
20s,用意したのはステキなおウチと ステキな車だけです,All that we've prepared is a beautiful home and automobile.
23s,台本は一切ございません （山里(やまさと)）はい,There is no script at all.
26s,もう皆さん見て お気づきの方もね もちろん いると思うんですけども 今日はトリちゃんが,I'm certain you've noticed that Torichan is not here today.
31s,あのー 以前からね,She had a prior engagement?
33s,すごく大切なお仕事が 今日あると いうことで今日お休みなんです,She's absent today because she's booked for an important job.
37s,（徳井(とくい)）沼津(ぬまづ)の劇場とかですか？ （山里）いやいや…,Is it at Numazu Theater?
40s,あれですか？ 幕張(まくはり)のイオン？,Or at Makuhari Aeon Theater?
42s,皆さん ひょっとして トリちゃんのことを吉本の若手だと？,Are you suggesting Torichan is a new comedian from Yoshimoto?
46s,（山里）えー 先週のおさらいを トリちゃんの代わりに私が,I'll review what happened last week in Torichan's absence.
48s,純粋な悠介(ゆうすけ)の大事件 ありましたね 先週,Pure Yusuke encountered a problem last week.
53s,侑哉(ゆうや)の野郎が,That damn Yuya...
54s,悠介の童貞を 甘いじりしたんです,He mocked Yusuke's virginity.
58s,（ｴﾘｯｸ） 悠介も付き合ってみな 誰かと,"You should try going out with someone, Yusuke."
1:00,（侑哉）前の彼女は？ あっ いないんだっけ,"What about your ex? Oh, right, you've never had one."
1:02,（悠介）前の… わざとらしいな,-You knew that already! -You knew that already.
1:05,（YOU）まあ 同級生ですからね 言うても,"They are the same age, after all."
1:08,仲良しととるのか カースト的に 下に見たのか どっちかなって,"So it's either friendly banter, or he sees him in a lower caste."
1:11,カースト的にって,Caste?
1:13,（山里）そしてですね 初めてのプール あのいいプール使ってましたけどね そこでですね ローレン様の水着姿が,"They used the pool for the first time, and we saw Lauren in her bikini."
1:18,もう どこ切り取っても コマーシャルにできるっていう,"They used the pool for the first time, and we saw Lauren in her bikini. -Any scene could be used for a commercial. -Yes, she's beautiful."
1:21,（YOU）ねっ 美しい,"-Any scene could be used for a commercial. -Yes, she's beautiful."
1:22,そこにですね 悠介が呼び出されて ＢＧＭ代わりに 使われるということで,They asked Yusuke to join so they could have background music.
1:34,もう働いてる人みたい ここらへんで,It's like I'm working here.
1:35,（山里）何かこう 従業員っぽいアロハを着てるせいで,"Maybe it's because he was wearing a Hawaiian shirt,"
1:38,本当に仕えてる感が出ちゃってる,but it felt like he was working for them.
1:41,（健太郎(けんたろう)）そうですね （山里）そんな悠介も,-That's true. -But he'll be in Japan for three days
1:43,ハワイ･ミュージック･ アワード･ジャパンの授賞式で,-That's true. -But he'll be in Japan for three days for the Hawaiian Music Awards Japan.
1:45,３日間ほど日本に行くということで （徳井）せや そう,for the Hawaiian Music Awards Japan.
1:48,（山里）そして奈緒美とエリックが 大人同士,"And Naomi and Eric, the only members who drink,"
1:50,お酒が飲める唯一の２人ということで プールサイドで,"And Naomi and Eric, the only members who drink, drank together by the pool."
1:53,でもローレンとエリックも お互いの夢が ちょっと近いということで,But Lauren and Eric also have similar interests.
1:56,（山里）絵とカフェを作る設計図を… （YOU）デザインとかね,-They shared artwork. -Their designs.
1:59,（山里）はい 見せ合ってた感じでございまして,"Yes, and the café design."
2:01,ローレンと侑哉は また別に 夜のナイトラン,And Lauren and Yuya went for a night run.
2:04,（ﾛｰﾚﾝ）うわー きれい,It's so pretty.
2:09,（侑哉）男子の中で いい人いるの？,Do you like one of the guys right now?
2:10,悠介から こういうとこ取って,"If I took this part of Yusuke,"
2:13,侑哉から こういうとこ取って エリックから こう取って…,"and took this part of Yuya, and this part of Eric..."
2:17,（侑哉）作ったら… （ﾛｰﾚﾝ）そうそう… （ﾛｰﾚﾝ）作ったらいいねと思ってる （笑い声）,"-If you combined them, it'd be perfect? -Yeah, it'd be nice."
2:21,（山里）ローレンがはっきりと ３人の いいところを合わせた人がいいという 身もふたもないことを言う,Lauren states that she wants someone who has the best parts of all three guys.
2:34,（奈緒美）しかも きれい飛び込み （侑哉）俺も飛び込む それは,"Nice dive! -I'm going to dive in, too. -It was really nice."
2:37,（奈緒美）えー めっちゃいい,"-I'm going to dive in, too. -It was really nice."
2:39,きれいに飛び込むと 全然 水しぶきない,It was beautiful. The water didn't splash.
2:42,（奈緒美）いいよ 撮ってる,"Okay, I'm filming."
2:46,（奈緒美）おえ～い （ｴﾋﾞｱﾝ）うわっ ダメ ブー！,-Nice. -No good!
2:50,（侑哉）結局 来たの？ （奈緒美）ちょっと ここに… ここに座らせて さみしい,-So you decided to join. -Let me sit here. I'm lonely.
2:54,（ｴﾘｯｸ）その腕時計 防水？,Is that watch waterproof?
2:56,（奈緒美）防水 （ｴﾘｯｸ）マジで？,-It's waterproof. -Really?
3:06,（ｴﾋﾞｱﾝ）泳げるんだっけ？ （ｴﾋﾞｱﾝ）泳げないの？ （奈緒美）あー…,Can you swim?
3:09,平泳ぎはできない,Yeah... but I can't do the breaststroke.
3:11,（ｴﾋﾞｱﾝ） サーフィン 一緒できない？ （奈緒美） サーフィンしたことない,-Can you surf? -I've never surfed before.
3:15,（侑哉） 多分 やったらできると思う,You probably can if you tried.
3:17,教えてほしい,You guys can teach me.
3:19,（ｴﾋﾞｱﾝ）日曜日　決まったね,Want to go on Sunday?
3:21,日曜日？ （ｴﾋﾞｱﾝ）うん オーケー,-Sunday? Okay! -Yeah.
3:27,（奈緒美）何だろう,What?
3:36,そしたら…,And then...
3:38,何て返ってくるかな？,What would the response be?
3:39,じゃあ私が 一応 ring ringって,"-Here, I'll be the... -Okay."
3:43,うん してほしい,"Yes, please."
4:06,そういう時は,In that case...
4:13,いい？ 電話して （奈緒美）はい （ｴﾋﾞｱﾝ）オーケー,-Can I make the call? -Yes.
5:23,（奈緒美）ああ 緊張した （ｴﾋﾞｱﾝ）オーケー （奈緒美）ありがと～ （ｴﾋﾞｱﾝ）グッジョブ グッジョブ,I was so nervous. Thank you!
5:26,大丈夫,Don't worry about it.
5:28,じゃあ 次は…,Next is...
5:30,「Eggs'n Things(エッグスンシングス)」,Eggs 'N Things.
5:31,アラモアナの？ （奈緒美）うん,-In Ala Moana? -Yeah.
7:38,（奈緒美）すごいね （ﾛｰﾚﾝ）全然 ヘヘヘ,-That's amazing. -Not at all.
7:41,（奈緒美）どんどん… 増えていくよ （ﾛｰﾚﾝ）ありがとう,You're drawing more and more.
7:44,（奈緒美）本当 すごいわ （ﾛｰﾚﾝ）おお 本当？,-It's really amazing. -Really?
7:46,（奈緒美）いや 何かさ そんなに味 普通出ないじゃん,"I mean, it's not easy to have so much character in your art."
7:50,（ﾛｰﾚﾝ）みんなに もう伝えた？ バイトできたってこと （奈緒美）あっ,Did you tell everyone about your job?
7:53,エビアンの紹介で,It's through Avian's connections.
7:56,ほぼほぼ いいみたいな 言ってくれてるんだけど 今度 ちゃんと 面接をしに行く予定で,"So it's already kind of set, but I'm going to have an interview."
8:01,改めて？ （奈緒美）うん,-As a formality. -Yeah.
8:02,いいっすね 決まったら （ｴﾘｯｸ）何？ レストラン？,That's great. -At a restaurant? -A restaurant.
8:05,レストラン （ｴﾘｯｸ）おー,-At a restaurant? -A restaurant.
8:06,（ﾛｰﾚﾝ）頑張れ （奈緒美）頑張る ありがとう,"-Go get 'em! -I will, thanks."
8:10,眠くなってきた,I'm getting sleepy.
8:12,（奈緒美）ウソでしょ？ 早くない？ （ｴﾘｯｸ）早っ,-Isn't it early? -It's early.
8:13,（奈緒美）ウソでしょ これから悠介くん帰ってくるよ,-Isn't it early? -It's early. Yusuke's coming home any minute.
8:16,明日 でも早いから,We have an early morning tomorrow.
8:18,楽しみ （ｴﾘｯｸ）明日 サーフィンやで,-I can't wait! -We're going surfing.
8:20,どこでサーフィンする？ （ｴﾘｯｸ）ワイキキ,-Where are you going? -Waikiki.
8:23,あー ワイキキ　オーケー （奈緒美）ワイキキなんだ,"Oh, Waikiki."
8:25,まあ 初心者やし やりやすいと思う,"She's a beginner, so it'll be easier for her."
8:28,ありがとうございます,Thank you.
8:30,エビアンに教えてもらい,Avian can teach you.
8:31,教えてくれないの？ エリックは,You're not going to teach me?
8:33,めっちゃイヤがってんじゃん 教えるの 教えてよ,-He doesn't want to do it! -Teach me.
8:36,（悠介）ただいま （ｴﾘｯｸ）帰ってきた,-Maybe he's not-- -He's back.
8:37,（悠介）ただいま （ｴﾘｯｸ）悠介,-I'm home. -Yusuke.
8:39,（奈緒美）おかえり （悠介）ただいま,-Welcome back. -I'm back.
8:41,（悠介）久しぶりです （ﾛｰﾚﾝ）久しぶりです,-Long time no see. -Long time no see.
8:43,（悠介）元気にしてた？ みんな （奈緒美）おかえり めっちゃ元気,-How are you guys? -Really great.
8:45,（ｴﾘｯｸ･ﾛｰﾚﾝ･侑哉）元気 （悠介）よかった よかった,I'm glad.
8:47,どうだった？,How was it?
8:48,（悠介）いや これなんだけど… （ｴﾘｯｸ）何それ？,"-Well, I have this. -What's that?"
8:52,（ﾛｰﾚﾝ）もらった!? 何か （悠介）そうそう… （ﾛｰﾚﾝ･奈緒美）おー,"-Oh, you won something! -Yes."
8:55,（ｴﾘｯｸ）すごいやん （ﾛｰﾚﾝ）イェーイ,Amazing.
8:56,悠介 you won! （悠介）特別賞を （悠介）これ,I won this special award.
9:00,（奈緒美）あっ すごいすごい… （侑哉）すげえ！,Wow!
9:02,見せて わー すげえ,"Let me see. Wow, amazing!"
9:04,（悠介）優勝はできなかった… 感じなんですけど （悠介）でも… （ｴﾘｯｸ）準優勝？,"-I didn't win first place, but... -Runner-up?"
9:08,まあ 特別賞だから まあ…,It was the special award for making it to the finals.
9:10,（悠介）ファイナルまで残ったっていう （奈緒美）すごい すごい…,It was the special award for making it to the finals. Amazing!
9:15,触らなくていいから近くで見せて （悠介）全然 （悠介）どうぞどうぞ よいしょ,"-I won't touch it, but can I see it? -Oh, go ahead."
9:19,じゃあ いない間 何やってたの？ みんな,What did you guys do while I was away?
9:22,（ｴﾘｯｸ）何してたっけ？ （侑哉）いない間？,While you were away?
9:24,めっちゃ楽しかったよ,We had a lot of fun.
9:26,言うと思ったよ 言うと思ったよ （奈緒美）そんなこと言わんと,-I knew you'd say that. -Don't say that!
9:28,ロレインと侑哉が 付き合うことになった,Lorraine and Yuya decided to go out.
9:31,（侑哉）なってねえ （奈緒美）ハハハ…,We didn't!
9:33,（奈緒美）そうそうそう！ （悠介）一瞬マジだと思ったよ 俺,-Yeah. -I thought you were serious for a second.
9:36,すごい頻繁に遊んでんねん この２人 （ﾛｰﾚﾝ）最近,They've been hanging out a lot together.
9:39,２人が今 バイトやってないから いつも２人で,"Neither one of them works, so they're always together."
9:42,気が合うんよ この人 めっちゃ （奈緒美）そうなんよ,-We get along. -Yeah.
9:46,（侑哉）そう 話しやすい （奈緒美）ハハハ,She's easy to talk to.
9:48,発表する時は結構 人数いた？ お客さんみたいな,Were there a lot of people present when you performed?
9:51,思ってたよりはいましたね やっぱ,More than I expected.
9:55,緊張した？ やっぱ （悠介）緊張はしてない,-Were you nervous? -I wasn't.
9:58,（ﾛｰﾚﾝ）緊張してないの？ （侑哉）失敗しなかった？,-You weren't nervous? -Did you make any mistakes?
10:00,失敗しない！,None.
10:02,（奈緒美）今 いい返事だったよ,That was a great response.
10:03,（侑哉）今のドヤ顔 （奈緒美）今のはよかった,-Your proud expression... -That was good.
10:05,（悠介）それ以外は全部ダメ （侑哉と奈緒美の笑い声） （悠介）全然,But everything else isn't good. Not at all.
10:08,どんだけ自信ないんだよ 自信持てよ,How insecure can you be? Have some confidence.
10:11,まあ 他のことでもね もっと 自信持ってできるようになったら いいかなって,I'm hoping to gain more confidence in other areas.
10:17,（ｴﾘｯｸ）そうやな （奈緒美）できるよ,-That's good. -You will.
11:08,（ｴﾘｯｸ）何か乗りやすそう,-It looks easy to ride. -It is.
11:10,（ｴﾋﾞｱﾝ）めっちゃ乗りやすい （ｴﾘｯｸ）どこで買ったん？ これ,-It looks easy to ride. -It is. -Where did you buy this? -It was a gift.
11:13,（ｴﾋﾞｱﾝ）もらったの （ｴﾘｯｸ）へえー,-Where did you buy this? -It was a gift.
11:15,（ｴﾋﾞｱﾝ）めっちゃいいボード,It's a really nice board.
11:24,（侑哉）おっしゃ （奈緒美）重い～,-The board's heavy! I'm gonna die. -Nice.
11:26,（侑哉）いいね （ｴﾋﾞｱﾝ）まあ こっちでもいいけど,"-The board's heavy! I'm gonna die. -Nice. You can use this one, too."
11:33,（奈緒美）足 前にして…,You put your foot forward.
11:36,こうか,-Like this? -Yeah.
11:38,こう こうやって こうやって こういう感じ （奈緒美）こうやって,And then do this. Like this.
11:42,ヒザ曲げて ちゃんと,Make sure to bend your knees.
11:45,（侑哉）オーケー？ （奈緒美）頑張ります,-Okay. -I'll try.
12:44,（４人）いただきまーす,Bon appétit!
12:49,（侑哉）生き返る （ｴﾋﾞｱﾝ）おいしいね,"-Brings me back to life. -It's good, isn't it?"
12:51,（侑哉）めっちゃ生き返る,Totally brings me back to life.
12:52,やっぱ日本食がベスト,Japanese cuisine is the best.
12:55,どう？ サーフィンやって,How did you like surfing?
12:58,（侑哉）もう帰りたい？ （ｴﾋﾞｱﾝ）初サーフィン,-You want to do it again? -My first surf.
12:59,初サーフィン… （ｴﾘｯｸ）次 いつ行く？,-You want to do it again? -My first surf. -Should we go tomorrow? -I was impressed by everyone.
13:01,（侑哉）明日？ （奈緒美）みんながすごいって思った,-Should we go tomorrow? -I was impressed by everyone.
13:02,ウソでしょ 早すぎ,What? That's too quick.
13:03,明日の朝 明日の朝行く？ ほんまに （侑哉）うん,-Tomorrow morning. -You want to go tomorrow?
13:06,（ｴﾘｯｸ）朝５時 起きて （侑哉）俺 行く,-At 5:00 in the morning. -I'll go.
13:10,やったことないんだもんね イヤだよね？ 明日,"It was your first time. You're not up for tomorrow, right?"
13:15,（ｴﾋﾞｱﾝ）ね？ （奈緒美）ちょっと休む,-Right? -I'll take a break.
13:17,（侑哉） でも サーフィンやってたらさ 健康になるね 朝から,But surfing will make you healthy.
13:21,むっちゃ調子よくなるよ 体,It's good for your body.
13:24,いいライフスタイル,"It's a nice lifestyle,"
13:25,みんなで仕事前 行って 帰って 仕事行くとか,surfing with everyone in the morning and then going to work.
13:30,（ｴﾘｯｸ）いいな （ｴﾋﾞｱﾝ）学校行くとか （侑哉）いいね （ｴﾋﾞｱﾝ）いいね,-That's nice. -And then go to school or whatnot.
13:32,（ｴﾋﾞｱﾝ）みんなと こうやって 週末 サーフィン行ったりして,It's nice to spend the weekend surfing with everyone else.
13:36,山登りもしたい 次は,Let's go hiking next time.
13:41,（侑哉）疲れたな 今日 （悠介）ねっ,"-I'm exhausted. -Me, too."
13:45,明日５時 意地でも起きるしかない,5:00 a.m. tomorrow... I'll make myself get up.
13:48,何 また行くの？ （侑哉）行く,-You're going again? -I am.
13:50,悠介もサーフィンやれば？,"You should surf too, Yusuke."
13:52,時間あったらしたいね,I would if I had time.
13:53,（奈緒美）やりたいんだ？,"Oh, you do want to?"
13:56,（悠介）そう これなしで 何も見えないけど,"Yeah, without these, even though I'd be blind."
14:00,悠介 チェリーボーイやんな？,And Yusuke's a virgin.
14:02,（笑い声） （悠介）そうだね いきなりすごい発言したけど,That's true. That came out of nowhere.
14:05,（奈緒美）いきなり言うね （悠介）大体 もう みんな察してると思うけど そう,-I'm sure everyone knows already. -You said it so suddenly.
14:09,でも18 別に遅くないと思う,I don't think that's unusual at 18.
14:12,（悠介）そう？ （侑哉）うん,-You think so? -Yeah.
14:14,これから （悠介）これから,-You've still got time. -I still have time?
14:15,人生に一度は,"Hopefully, at least once in my lifetime."
14:17,人生に一度はなの？,Only once in a lifetime?
14:20,（ｴﾘｯｸ）ハハハ… （奈緒美）いやいや…,"-At least once. -Wait, hold on."
14:22,あっ おかえり （悠介･ｴﾘｯｸ）おかえり （侑哉）ローレンか,-Welcome back. -It's Lauren.
14:25,ローレンです （ｴﾘｯｸ）何してたん？,-What did you do? -It's Lauren.
14:27,（ﾛｰﾚﾝ）何してた？ 姉ちゃんの誕生日だったから みんなで ディナー行きました,"It was my sister's birthday, so we went out for dinner."
14:31,（奈緒美･侑哉）楽しかった？ （ﾛｰﾚﾝ）楽しかった おいしかった,"-Was it fun? -It was, and it was tasty."
14:34,（ｴﾘｯｸ）今日は10時までに寝る （侑哉）だね,"-I'm going to sleep by 10:00 tonight. -Me, too."
14:37,俺も学校だわ 早起きしないと,"I have school tomorrow, too. I have to get up early."
14:40,（ﾛｰﾚﾝ）私も　明日バイト,Same. I have work tomorrow.
14:42,（ｴﾘｯｸ）どこで？ （ﾛｰﾚﾝ）バナン,-Where? -Banán.
14:44,（ﾛｰﾚﾝ）バナン 分かる？ （ｴﾘｯｸ）新しいとこやんね？,"-Do you know Banán? -It's a new place, right?"
14:47,そうそう…,"Yes, that's right."
14:48,バナナアイス （ｴﾘｯｸ）インスタグラムで,-Banana soft-serve-- -Instagram...
14:49,そうそう… インスタグラム めっちゃ載ってる,"Yeah, it's all over Instagram."
14:52,（侑哉）何もないよな？ （奈緒美）うん 何もない,"-We don't have plans, right? -Yep, no plans."
14:55,いつもどおり （奈緒美）いつもどおりっす はい,"-As usual. -Yep, as usual."
14:57,（ｴﾘｯｸ）ちょっと仕事してくる （奈緒美）オーケー,-I'm going to go do some work. -Okay.
15:01,ちょっと絵…,-I'm going to draw. -You're going to draw?
15:02,（奈緒美）絵 描く？ （ﾛｰﾚﾝ）描きます,-I'm going to draw. -You're going to draw? -Yeah. -Okay.
15:05,（ﾛｰﾚﾝ）グッバイ （奈緒美）じゃあね,See ya.
15:07,ちょっと 明日の支度 学校なんで,I'm going to get things ready for school.
15:17,結局この２人な 残るの,We're the ones left behind again.
15:20,いつもの２人 いつもの２人だね （侑哉）それ,"-The two of us, as usual. -As usual."
15:23,何だかんだ一番仲良くね？ （奈緒美）うん （侑哉）実際 うん,-But we actually get along best. -Yeah.
15:27,（侑哉）ずっと話してるし （奈緒美）そう,-We're always talking. -Yeah.
15:29,一番話して 一番仲良くして,We talk and hang out the most.
15:31,（侑哉）そう だって俺 こいつ 気 合うわって,"Yeah, we get along."
15:36,話しやすいなって思った （奈緒美）ありがとう （侑哉）おう,-You're easy to talk to. -Thanks.
15:39,（奈緒美）おう （侑哉）おう （奈緒美）おう （侑哉）ハハハ,-Sure. -Sure.
15:43,（侑哉）明日 何しよっか,What should we do tomorrow?
15:45,何しよっか （侑哉）そうじゃん,"What should we do? Oh, we need groceries. We're out of meat."
15:47,全然 食材足りないんだよ 肉とかないじゃん,"Oh, we need groceries. We're out of meat."
15:50,買い物 行かなきゃ （奈緒美）今日 ベーコンなくなった,"-We have to go shopping. -Yeah, we finished it today."
15:51,あとで買い物も 行かないといけない,"Yeah, we need to go shopping sometime."
15:54,何やったら 明日の昼 行ったほうがよくね？ みんなで行っても わちゃわちゃすんじゃん,Then shouldn't we go tomorrow? It takes forever when we all go.
15:57,勝手に買っ… ていっか もう絶対みんな どうせ使うものを買おうか,I guess the two of us can do it. We can just get what we'll definitely use.
16:02,（侑哉）だって どうせ みんな食べるよ 作ったら,Everyone will eat whatever we make anyway.
16:05,明日 行っちゃえばいいよ 買い物 どっか,Let's just go grocery shopping somewhere.
16:08,（奈緒美）行こっか （侑哉）うん,-Should we? -Yeah.
16:10,ねっ サーフィン,They went surfing...
16:14,（馬場園(ばばぞの)）サーフィンね （YOU）行ったんだけど,But...
16:15,（馬場園）ちょっとね （YOU）チーンってなっちゃった…,-It was a little... -A little awkward.
16:17,（山里）チーンってなるわ あれ,"-It was a little... -A little awkward. Yeah, when the four of them were eating,"
16:19,４人で ご飯食べながらね,"Yeah, when the four of them were eating,"
16:22,“明日もやろうよ これ楽しかったよね”って,"they were saying, ""Let's do it again tomorrow,"""
16:24,“どうだった？” みたいなこと言って,and asked Naomi what she thought.
16:25,あの時 言ってんですけどね メッセージとして “みんながすごいなって思いました” みたいなこと,"And her response was telling. She said, ""I was impressed by everyone."""
16:30,（YOU）言ったね （山里）つまり楽しいとは言ってないし,-She did. -She didn't say she had fun.
16:32,“みんなだけでやってたな”って ちょっと言ってんですけどね,She said they seemed to have fun.
16:35,バカだから気づかないで 握り飯 食ってやがって あいつ,He's stupid and kept eating the rice ball.
16:38,強い強い強い,That's harsh.
16:39,エリックも でも あんま 気づいてなかったですね さっきの 奈緒美が ちょっと シュンってしてるのとか,But Eric didn't notice that Naomi was a little down either.
16:43,エリックは本当に 普通のおじさんだね,Eric is really just an old man.
16:48,“俺 今日10時に寝よう”っていう 無駄な宣言,His useless comment that he's going to sleep at 10:00...
16:51,（山里）あの無駄な宣言 （馬場園）知らない,"-A useless announcement. -It's like, ""So?"""
16:53,お父さんが時々 言うやつでしょ？,It's something your dad would say.
16:55,“お父さん 今日10時に寝ちゃお”,"""Daddy's going to sleep at 10:00 tonight."""
16:58,どうでもいい （徳井）家族全員が無視するっていう,-Who cares? -And the whole family ignores him.
17:00,“どうでもよ～”っていうやつだよね （山里）“どうぞ～”っていう,"-Yeah, it's like, ""Who cares?"" -""Go ahead."""
17:04,あっ 皆さん忘れちゃいけません 悠介 帰ってきましたよ,"Oh, we can't forget, Yusuke's back."
17:06,（徳井）特別賞を受賞して （馬場園）ねえ すごいですよね,-He won the special award. -Amazing.
17:09,ローレンの 悠介に対する目線と ひと言ひと言が何かこう… え？ え？,"The way Lauren gazes at Yusuke, and the things she says to him..."
17:14,ひょっとしたら この尊敬が コロンと恋に転がる瞬間が 来るんじゃないかなっていう ドキドキは,It makes you wonder if the respect will turn into love someday.
17:19,ローレンの目ってさ 美しすぎてさ,Lauren's eyes are so beautiful that...
17:24,普通に こう見てるだけでも,"Even when she's looking at you normally,"
17:27,何か まなざしに意味があるんじゃ ないかって思わせるようなね,it makes you think there's meaning behind her gaze.
17:30,しかもあれですよ 悠介 女性と そういう経験も全くない,And Yusuke has no experience with women. He's a pure boy.
17:34,ピュアなボーイですから （YOU）いつも こう,"And Yusuke has no experience with women. He's a pure boy. And whenever he's sitting on the floor,"
17:36,地べたに座ってると ローレンの股間が,"And whenever he's sitting on the floor, -Lauren's hips are at eye level. -That's right."
17:39,これぐらいじゃん？ （山里）そうですよ,-Lauren's hips are at eye level. -That's right.
17:41,短パンで,In a pair of shorts.
17:42,たまらないよね （山里）童貞の前を,I wouldn't be able to stand it. To have someone that beautiful in shorts walk in front of a virgin...
17:44,あんなきれいな人の短パンが こう通ったら,To have someone that beautiful in shorts walk in front of a virgin...
17:46,それはもう えらいことですよ,To have someone that beautiful in shorts walk in front of a virgin... That's a huge ordeal.
17:48,（YOU）チェリーボーイ,That's a huge ordeal. Even if it's only to lose his virginity...
17:51,…を 捨てるだけでいいから 協力してくれないかな？ ローレン,Even if it's only to lose his virginity... I wonder if Lauren will help.
17:54,それは最高のシチュエーション ですけどね,That would make for the best season!
17:57,（YOU）ローレンが こう座って ウクレレを置いて,Lauren can sit with the ukulele beside her...
