Sentence,Translation
・たかし、もう７時半よ。早く起きなさい。,"Takashi, it's already 7:30. Get up early."
・ジョンさんは納豆が嫌いなようだ。,Mr. John doesn't seem to like natto.
・息子が試験に合格できるように、神社へお祈りに行きます。,I will go to a shrine to pray for my son to pass the exam.
・すみませんが、展示物には触らないでください。,"I'm sorry, but please don't touch the exhibits."
・寝る前に、宿題を終わらせます。,I finish my homework before I go to bed.
・子供は夜遅くまで外で遊んでいてはいけませんよ。,Children are not allowed to play outside until late at night.
・上司が説得するも、彼は迷うことなく会社を辞めた。,"His boss tried to persuade him, but he quit the company without hesitation."
・田中さんも誘ってもいいですか。外国人と交流して見たいって言っていたので。,Can I invite Mr. Tanaka to join us? Can I close the window?
・試験の時は鉛筆と消しゴムを忘れないこと。,Don't forget your pencil and eraser when you take exams.
・大学を卒業してから、大学時代の友達と会わなくなりました。,"Since graduating from university, I have not seen my friends from university."
・妻と子供が寝ている間に、勉強します。,I'm going to study while my wife and children are sleeping.
・あ〜、今日もテレビをつけたまま寝てる。ちゃんと寝るときはテレビを消しなさい。,"Oh, I'm sleeping with the TV on again today. You should turn off the TV when you go to bed."
・初心者だからといって、優しくするつもりはありません。,Just because you are a beginner doesn't mean you are going to be gentle.
・しっかりしなさい！,Pull yourself together!
・モールへの行き方ですか？よかったら、モールまで一緒に行きましょうか。,How to get to the mall? I can take you to the mall if you like.
・このコンピューターはとても使いやすいです。,This computer is very easy to use.
・秋になれば、葉が赤くなります。,"In autumn, the leaves turn red."
・マイホームが欲しくても今の経済状況を考えるとなかなか買うことができないなあ。,"I want to buy my own home, but the current economic situation makes it difficult to do so."
・この靴は疲れにくくて、おすすめです。,I recommend these shoes because they don't make me tired.
・傘を持たないで出勤してしまったせいで、どうやって帰ろうか考えている。,"I went to work without an umbrella, so I'm thinking about how I'm going to get home."
・死ぬ前に、やっておきたいことは何ですか。,What is the one thing you want to do before you die?
・試合で勝ちたいなら、どんな状況でも最後まであきらめないことだ。,"If you want to win a game, never give up until the end, no matter what the situation."
・JLPTの結果を聞こうとしたが、彼らの表情からして受かったことがわかる。,"I tried to ask him about his JLPT results, but I could tell from their expressions that he had passed."
・あと１万円安くなれば、買います。,"If the price is 10,000 yen lower, I will buy a house."
・それならCanonのカメラがいいんじゃない。,Then I think a Canon camera would be good for you.
・どうしてもお金が欲しくて、人の財布を盗んでしまった。,"I really wanted some money, so I stole someone's wallet."
・仕事が終わったので、そろそろ帰ります。,"I've finished my work, so I'd better get going."
・ニュースによると、昨日の事故で１０名が重軽傷を負ったそうです。,"According to the news, 10 people were seriously injured in yesterday's accident."
・明日、学校は休みだそうです。,He says he has a day off from school tomorrow.
・旅行の間、ずっと雨が降っていました。,It was raining during the whole trip.
・今日の会議は田中さんが発表しゃなので、彼が来ないことには始められません。,"Mr. Tanaka is the presenter for today's meeting, so we can't start until he arrives."
・このソフトの使い方がわからなくて困っているんです。,"I don't know how to use this software, so I'm having trouble."
・幸せになるために、一番必要なものは何ですか？,What is the most important thing for you to be happy?
・初めてのデートでどこへ行ったか覚えてる？,Do you remember where you went on your first date?
・日本に来てから、日本語の勉強を始めました。,I started studying Japanese after I came to Japan.
・毎日たくさん勉強したおかげで、日本語の新聞を読めるようになりました。,My son has recovered from his injury and can run.
・ジョンさんの字は汚いので、読みにくいです。,"Mr. John's handwriting is dirty, so it's hard to read."
・来年、車を買うために貯金しています。,I am saving up to buy a car next year.
・ジェームスさんはいつも怖い顔をしているし、無口だし、近寄りがたいよね。,"Mr. James always looks scary, he doesn't talk much, and he's hard to get close to."
・自分が馬鹿にされるのは気にしないが、友達のこととなると話は別だ。,"I don't mind when people make fun of me, but when it comes to my friends, it's a different story."
・わぁ、美味しそう。一口食べてみてもいい？,"Wow, that looks delicious. Can I try a bite?"
・急がば回れ。,"The more you hurry, the more you can do."
・旅行している間に、泥棒に家に入られて大切な物を盗まれました。,"While I was traveling, a thief broke into my house and stole something important from me."
・後ろの席の人にも見えるように、大きく書いてください。,I have prepared a nutritious meal so that I will feel better soon.
・昼休みは１２時から1時までです。,Lunch break is from 12:00 to 1:00.
・洪水で溢れた水が、家の中にまで入り込んできた。,The flood water came into the house.
・トムさんは優しい上に、ハンサムで、理想の男性です。,"Tom is kind, handsome and an ideal man."
・これこそ私が追い求めていた味だ。,This is the taste I've been looking for.
・まだ山田さんが到着していないけど、飲み始めましょう。,"Yamada-san hasn't arrived yet, but let's start drinking."
・昨日、３度も大きな地震がありました。,There were three big earthquakes yesterday.
・ちょっと忙しいので、あとでもいいですか。,"I'm a little busy, can I come back later?"
・最終回を見た後で、ようやくタイトルの意味がわかりました。,"After watching the last episode, I finally understood the meaning of the title."
・山という漢字は覚えやすいです。,"The Chinese character for ""mountain"" is easy to remember."
・海外保険に入っていたおかげで、入院費を払わずに済んだ。,"Thanks to my overseas insurance, I did not have to pay for hospitalization."
・そのような態度は思春期に見れれがちなことなので、あまり心配する必要はありません。,"There is no need to worry too much about such attitudes, as they tend to be seen during adolescence."
・今日から明日にかけて大型の台風が上陸する見込みです。,A large typhoon is expected to hit Japan from today to tomorrow.
・髪を切るなら、最近、駅前にできた美容院がおすすめだよ。安いし、学生割引もあるよ。,"If you want to get your hair cut, I recommend the hair salon that recently opened in front of the station. It's cheap, and they have a student discount."
・どのようなお部屋をお探しでしょうか。,What kind of room are you looking for?
・ルイさんは５人兄弟だそうです。,Louis has five brothers and sisters.
・マークさんはもう１５年も日本語を勉強している。,Mark has been studying Japanese for 15 years.
・私はたいてい自転車で駅まで行くが、歩いて行くこともある。,"I usually ride my bicycle to the station, but sometimes I walk."
・ジョンさん、服が汚れてるよ。,"Mr. John, your clothes are dirty."
・ご予算はいくらぐらいをお考えでしょうか。,What kind of room are you looking for? - What kind of budget do you have in mind?
・田中さんが休んだおかげで、私が代わりにプレゼンテーションをすることになった。,"Thanks to Mr. Tanaka's absence, I had to give a presentation in his place."
・車に乗るときは、後部座席に座っている人もシートベルトをしなければなりません。,"When riding in a car, people sitting in the back seat must also fasten their seatbelts."
・トムさん、パーティーに来ると思っていたのに、結局来なかった。,"Tom, I thought you were coming to the party, but you didn't show up after all."
・空気は汚いし、車は多いし、私はあまりこの待ちが好きではありません。,"The air is dirty, there are many cars, and I don't like waiting here very much."
・これ、生のままで食べて大丈夫？,Is it safe to eat this in its raw state?
・明日はJLPTですから、今晩は早く寝るようにしましょう。,"Tomorrow is the JLPT, so let's go to bed early tonight."
・じゃあ、このボタンを押せばいいんですね。,Then you can press this button.
・あれ、ドアが開いてる。誰かもう帰っているのかな。,"Hey, the door's open. I wonder if someone's already gone home."
・映画の後で、カフェでもどう？,Would you like to go to a cafe after the movie?
・田中さんの日本語はゆっくりで、簡単な言葉を使うので、わかりやすいです。,"Mr. Tanaka's Japanese is slow and simple, so it's easy to understand."
・このままの状況が続けば、倒産のおそれがあります。,"If the situation continues, we may go bankrupt."
・私の国のトイレは汚い上に、トイレットペーパーもない。,"The toilets in my country are dirty, and there is no toilet paper."
・全部は説明しきれないので、わからないことがあったら、こちらの資料を参照ください。,"I can't explain everything, so if you have any questions, please refer to this document."
・いつか富士山に登ってみたいです。,I would like to climb Mt.
・ジェーソンさんの国へ旅行に行くなら、ベストシーズンは5月だそうです。,The best time to travel to Mr. Jayson's country is in May.
・１０分走るか走らないかのうちに、足が痛くなってきた。,"After 10 minutes of running or not, my feet started to hurt."
・市場の魚は安い上に、新鮮です。,The fish in the market is cheap and fresh.
・今度の夏休み、みんなで海に行かない？,Why don't we all go to the beach together during the next summer vacation?
・彼女の能力からすれば、東大に十分合格できるだろう。,"Based on her ability, she should be able to pass Tokyo University."
・この学校で、鈴木先生がいちばん怖いです。,Mr. Suzuki is the scariest teacher in this school.
・私は嘘をつかれるのが大嫌いです。,I hate being lied to.
・先にチケットを買ってから、お並びください。,Please buy your ticket first and then get in line.
・来年、この会社を辞めるつもりです。,I'm going to quit this company next year.
・ちょっと長いので、短くしてください。,It's a little long. Please make it shorter.
・彼女が料理を作ってくれましたが、あまり美味しくなかったです。,I don't like drinking parties because I don't drink.
・東京に住んでいる限り、家賃を抑えるのは難しいだろう。,"As long as you live in Tokyo, it will be difficult to keep the rent down."
・納豆は臭いから、嫌いです。,I don't like natto because it smells bad.
・私は将来、海外へ移住しようと思っています。,I am thinking of moving abroad in the future.
・最近のスマホは写真を撮った後で、背景をぼかせる機能までついている。,"Recently, smartphones even have a function to blur the background after taking a picture."
・毎週金曜日は英会話スクールで英語を勉強しています。,I study English at an English school every Friday.
・空が光ったかと思うと、ゴロゴロと音がなった。,"The sky seemed to light up, and then there was a rumbling sound."
・わぁ、トムさん。お久しぶりですね。,"Hello, Mr. Tom. It's been a while."
・今年こそ絶対にJLPT N1に合格したい。,I want to pass the JLPT N1 this year.
・息子は３日練習して、一人で自転車に乗れるようになりました。,My son can now ride a bicycle by himself after 3 days of practice.
・この漫画は面白いし、キャラクターもかっこいいので、おすすめです。,"This manga is interesting and the characters are cool, so I recommend it."
・天気もいいことだし、どこかへドライブにいかない？,"Since the weather is fine, why don't we go for a drive"
・（電話で）熱があるようなので、今日は休ませてください。,"It seems I have a fever, so please let me rest today."
・漢字を覚えるために、ノートに繰り返し書いています。,I'm writing kanji repeatedly in my notebook to memorize them.
・暑いからといって、毎日エアコンが効いた部屋にこもっていると病気になるよ。,"If you stay in an air-conditioned room every day because it's hot, you will get sick."
・もしお金がたくさんあったら、何がしたい？,"If you had a lot of money, what would you like to do?"
・忙しいと、メールの返信が遅くなってしまうことがあります。,"When I'm busy, I sometimes take a long time to reply to e-mails."
・両親が旅行している間、私は家で留守番をしました。,I stayed at home while my parents were traveling.
・ちょっと散歩しませんか。,Let's go for a walk.
・僕は海外留学したことがあるけど、英語が上手にならなかった。,"I've studied abroad, but my English didn't improve."
・朝寝坊しないように、ちゃんと目覚まし時計をセットするのよ。,I set my alarm clock properly so that I don't oversleep in the morning.
・卒業する前に、たくさん遊んでおきたいなぁ。,I want to have a lot of fun before I graduate.
・トムさんは日本語を話したり、英語を話したりできます。,Tom can speak Japanese and English.
・３０歳になるまでに結婚したい。,I want to get married by the time I turn 30.
・疲れたので、ちょっと休憩しませんか。,Why don't we take a break?
・上司に聞いてみないことには、お答えできません。,I can't answer that without asking my boss.
・なんと言うことでしょう。廃墟と化した家が職人の手によって、生まれ変わりました。,What a mess. A ruined house was reborn by the hands of craftsmen.
・「病院へ行くくらいなら、病気のままでいい」注射嫌いの娘が言った。,"I'd rather stay sick than go to the hospital,"" said my daughter who hates injections."
・私が日本語を教える代わりに、ジョンさんは英語を教えてよ。,"Instead of me teaching you Japanese, John, you should teach me English."
・昨日は寝てしまったので、10分しか勉強できませんでした。,"I fell asleep last night, so I could only study for 10 minutes."
・キムさんは綺麗な髪をしています。,Kim has beautiful hair.
・こっちから見たときと、あっちから見たときで、見え方は異なります。,"When looking from this side and that side, the way you see is different."
・見らせてしまった以上、ただで帰すわけにはいかない。,I can't let them go home for free now that I have let them see me.
・私は子供の時、アメリカに住んだことがあります。,I lived in the United States when I was a child.
・宝くじに当たっても、誰にもおごりません。,"Even if I win the lottery, I won't buy anyone a drink."
・ミルクティーが大好きだから、毎日飲みます。,"I love milk tea, so I drink it every day."
・このボタンを押すと、音が大きくなりますよ。,"If you press this button, the sound will get louder."
・大学を卒業して、もう１０年も経つのか。月日の経つのはなんと早いことだろう。,How many times have I told you to be careful here? How quickly the days pass.
・あ、よかったら、写真を撮りましょうか。,Would you like me to take a picture?
・私が留守の間に、冷蔵庫の物を勝手に食べないでくださいね。,Please don't eat anything from the refrigerator while I'm away.
・こんなにお高い料理はなかなか食べることができません。,I can't afford to eat such expensive food.
・飲み終わったペットボトルはこちらに捨ててください。,Please throw away the PET bottles you have finished drinking here.
・アルバイトを休むときは、早めに言うようにしてください。,"If you need to take a break from your part-time job, please tell me as soon as possible."
・昨日の夜からずっと雨が降り続いている。,It's been raining since last night.
・父は英語教師なのに、英語を上手に話せません。,"My father is an English teacher, but he can't speak English very well."
・日本に来て以来、私はこの街にずっと住んでいる。,I have lived in this city ever since I came to Japan.
・先生、毎日この本を使って日本語を勉強しようと思っているんですが、いかがでしょうか。,"I am planning to take the JLPT this year. ・Sensei, I am planning to use this book every day to study Japanese."
・うーん、メッセージを送っても返事がないなあ。もう寝ているのかもしれない。,"Hmm, he hasn't responded to my messages. Maybe he's already asleep."
・友達が来る前に、部屋を掃除します。,Clean your room before your friends arrive.
・初めてのデートなら、映画とかカラオケとかがいいんじゃない。,"If it's your first date, a movie or karaoke would be good."
・もうすぐ、私の街にも空港ができるそうです。,I heard that there will be an airport in my city soon.
・3月になって、少しずつ桜が咲き始めました。,"In March, the cherry blossoms have started to bloom little by little."
・ハイヒールよりも、スニーカーの方が歩きやすいです。,It's easier to walk in sneakers than in high heels.
・部長は出張で来られないので、私が代わりに呼ばれました。,"The director was unable to come due to a business trip, so I was called in his place."
・二度とない機会をいただいた以上は、全力を尽くして頑張りたい。,"As long as I am working in Japan, I want to do my best."
・新しくできたラーメン屋、美味しいそうですよ。,I heard that the new ramen restaurant is delicious.
・すみません。まだ覚えていません。,I'm sorry. I still don't remember.
・お伺いする折に、お借りした本を返します。,I will return the books I borrowed when I visit you.
・入院を経験して以来、健康には気をつけるようにしています。,I have been taking care of my health since I experienced hospitalization.
・毎日頑張って入れば、遅かれ早かれいつか成果が出ますよ。,"If you work hard every day, sooner or later you'll see results."
・後ろの席に座ってしまったので、ホワイトボードの字が見えにくいです。,"I'm sitting in the back of the room, so it's hard to see the words on the whiteboard."
・夏の合宿では、とにかく走り込んで体力をつける練習をします,"At the summer camp, we're going to practice running to build up our strength."
・東京に行くなら電車と飛行機とバスと、どれがいちばん便利ですか。,"What is the most convenient way to go to Tokyo, by train, plane or bus?"
・あれ、ジョンさんがまだ来ていませんね。連絡も無いし、何かあったのかもしれません。,"Well, Mr. John hasn't arrived yet. I haven't heard from him, so something might have happened."
・ちょっと飲みすぎて吐き気がする。,I drank too much and feel nauseous.
・健康あっての幸せなんだから、もっと自分の体を大切にしなさいよ。,"Health is the key to happiness, so you should take better care of your body."
・この問題は毎年出ているから、次の試験でも出るでしょう。,"I overslept this morning, so I won't be able to make it in time."
・自分の経験から言うと、仕事を辞める前に、次の就職先を探しておいた方がいい。,"From my own experience, it is better to look for a new job before quitting your job."
・海外旅行する前に、パスポートを取っておかなきゃ。,I have to get my passport before I travel abroad.
・どんな人でも多かれ少なれ、誰かに迷惑をかけてしまうものです。,"All people, more or less, will cause trouble to someone else."
・昨日見た映画はあまり面白くなかった。,The movie I saw yesterday was not very interesting.
・このパソコンは壊れていますね。修理しますか。,"This computer is broken, isn't it? Do you want to repair it?"
・学生のうちに、たくさん遊んでおかなくちゃ。就職してからだと時間とれなくなるよ。,You have to have a lot of fun while you are still in school. You won't have enough time after you get a job.
・ジョンさんは彼女とデートの予定だから、今夜のパーティーには来れないでしょう。,"Mr. John is going on a date with his girlfriend, so he won't be able to come to the party tonight."
・事前に用意できるものは、今のうちにカバンの中に必要なものは詰め込んでおこう。,Let's pack everything we can prepare in advance in our bags while we can.
・私は待つのが嫌いです。,I hate to wait.
・季節の中で私は春がいちばん好きです。,I like spring the best among the seasons.
・田中さんはパナソニックで働いています。,Mr. Tanaka works for Panasonic.
・雨が急に降り出したので、コンビニで雨が止むのを待った。,"It started to rain suddenly, so I waited for the rain to stop at the convenience store."
・疲れているみたいだから、今日は早く帰ったほうがいいよ。,"You look tired, so you'd better go home early today."
・ちょっと聞こえにくいですか。じゃあ、音を大きくしますね。,"It's a little hard to hear, isn't it? I'll turn it up louder, then."
・私は話すのが好きです。,I like to talk.
・駆け込み乗車は大変危険ですので、おやめください。,"Please do not run into the train, it is very dangerous."
・色んな問題集で練習するのではなく、１つの問題集をやり続けることが大切です。,"It is important to keep working on one set of questions, rather than practicing with many different sets of questions."
・Surfaceはヤマダ電機で売っています。,Surface is sold at Yamada Denki.
・相談に乗りましょうか。,Can I give you a consultation?
・コーヒーを入れましょうか。,Shall I make coffee?
・だんだん、寒くなって来ましたね。,"It's getting colder and colder, isn't it?"
・あ～、食べ出したら止まらない。ダイエット中だから抑えなきゃ。,"Oh, I can't stop eating. I'm on a diet, so I have to keep it down."
・やせたいんだったら、食べる量を減らしたらどう？,"If you want to lose weight, why don't you eat less?"
・きむさんは国へ帰ったきり、戻ってこない。１週間だけ帰るって言っていたんだけどなあ。,Mr. Kim went back to his country and hasn't come back since.
・今週ずっと雨が降っていたが、今は回復気味だ。,"It's been raining all week, but now it's getting better."
・考える得る全ての方法を試してみたが、ダメだった。,"We tried everything we could think of, but it didn't work."
・たくさん遊びたいから、夏休みの宿題は早く終わらせておきます。,"I want to have lots of fun, so I'll finish my summer homework as soon as possible."
・日本は便利だし、綺麗だし、いつか住んでみたいです。,I want to live in Japan someday because it is convenient and beautiful.
・問題１. 次の問いに答えなさい。,Question 1: Answer the following questions.
・会社員になってから、自分らしく生きるのが難しくなってきた。,"Since I became a company employee, it's become difficult for me to live my own life."
・日本って本当にきれいだよね。道にゴミは落ちてないし。,"Japan is really clean, isn't it? There is no trash on the street."
・昨日はご馳走になった上に、お土産まで頂いたちゃった。,I was treated to a delicious meal yesterday and even got a souvenir.
・珍しいことに、今日は田中さんのおごりだそうです。,"Unusually, it was Mr. Tanaka's treat today."
・あと５００円あれば、今買えるのに。,"If only I had another 500 yen, I could buy something now."
・宿題は辞書を使わないでしてください。,Can you read a sentence without looking at the furigana?
・ご飯を食べる前に、薬を飲んでください。,Take your medicine before you eat.
・うわぁ、もう８時。朝寝坊してしまった。,"Wow, it's already eight o'clock. I overslept."
・隣の人と相談し合って、答えを考えてください。,Please consult with your neighbors and think about the answer.
・子供は家へ帰ってくるが早いか、「ただいま」も言わず部屋へ入ってしまった。,"The child came home too early and went into his room without saying ""I'm home""."
・私はたいてい音楽を聴きながら勉強します。,I usually study while listening to music.
・もっと日本語が上手になりたいです。,I want to become more fluent in Japanese.
・私はお酒が飲めないので、飲み会があまり好きじゃありません。,I don't like drinking parties because I can't drink.
・部屋の雰囲気から言うと、最初に見た家の方が好きです。,"In terms of the atmosphere of the room, I prefer the first house I saw."
・痩せたければ、間食をやめることだ。,"If you want to lose weight, you should stop snacking."
・映画で、何がいちばん好きですか。,What is your favorite movie?
・若いからこそ、たくさんチャレンジした方がいい。,It's better to challenge yourself a lot because you're young.
・この映画、面白かったので、２回も見てしまった。,I enjoyed this movie so much that I watched it twice.
・また、新しい服を買ったの！？もー、どんどん増える一方じゃないの！,Did you buy new clothes again? I can't stop buying more and more clothes!
・先生、私に答えさせてください。,"Doctor, please let me answer."
・机の上にケーキが置いてある。あとで誕生日パーティーでもするのかな。,There's a cake on the desk. I wonder if they are having a birthday party later.
・食堂のご飯はあまり美味しくないです。,The food in the cafeteria is not very good.
・コンサート会場には夕方５時から入場できます。,The concert hall is open from 5:00 p.m.
・部屋を掃除し終わったので、遊びに行ってもいい？,"I've finished cleaning my room, can I go out to play?"
・水不足で野菜の値段は上がる一方だ。,The price of vegetables is going up due to water shortage.
・ちょっと風邪気味で調子が悪い。,I'm a little sick with a cold.
・考えてもわからないなら、先生に聞いたらどうですか。,"If you can't figure it out, why don't you ask your teacher?"
・次の授業で使いますから、片付けなくてもいいですよ。,You don't have to clean up because we'll use it in the next class.
・前半戦は両チーム、ボールを激しく奪い合っていた。,"In the first half of the game, both teams were fighting for the ball."
・誰をこの女。絶対浮気しないって言ったくせに。,Who is this woman? You said you'd never cheat on me.
・フードコートでご飯を食べた後はトイレを片ずけるようにしましょう。,"After eating at the food court, please clean up the toilet."
・最近、寝不足気味なのか体が思うように動きません。,"Recently, my body doesn't move as I expected, probably because I'm a little short of sleep."
・５時になりましたから、帰りましょう。,"It's 5 o'clock, let's go home."
・すみませんが、少し手伝っていただけませんか。,"I'm sorry, but could you please help me a little?"
・今日は昨日勉強した文法の復習をしましょう。,"Today, let's review the grammar we studied yesterday."
・妊娠以来、私はお酒を飲んでいない。,I haven't had a drink since I got pregnant.
・私はコーラにします。,I'll have a Coke.
・トムさん、目をあけたまま寝ているね。,"Tom, you're sleeping with your eyes open."
・いくら頑張っても、合格できなければ意味がない。,"No matter how hard you work, if you can't pass the exam, it's meaningless."
・心頭滅却すれば火もまた涼し。,"If you lose your mind, the fire will be cooler."
・来月、国へ帰ることになりました。また、いつか会いましょう。,I'm going back to my country next month. Let's meet again sometime.
・お腹が痛いので、トイレに行かせてください。,"I have a stomachache, please let me go to the bathroom."
・家では私がお風呂を洗うことになっている。,"At home, I'm supposed to wash the bath."
・さすがに３万円は高すぎますよ。1万円だったら買います。,"I'll buy it if it costs 10,000 yen."
・キムさんに嫌われてしまった。,Mr. Kim hates me.
・すみません、すぐに戻って来るので、ここに荷物をおかせてください。,"I'm sorry, I'll be back soon, please let me put my stuff here."
・テストの時、時間があったら何度も見直しをしたほうがいいよ。,"When you take a test, you should review it many times if you have time."
・銀行へお金を借りに行きます。,I am going to the bank to borrow money.
・成績が悪いと、卒業できませんよ。,"If your grade is not good, you will not graduate."
・昔、よく通った喫茶店が閉店することになって少し悲しいです。,I'm a little sad that the coffee shop I used to frequent will be closing.
・外国人の友達を作りたいなら、もっと自分から話したほうがいいですよ。,"If you want to make foreign friends, you should talk to them more."
・友達のトムさんは猫を10匹も飼っています。,My friend Tom has ten cats.
・タバコはあまり吸いすぎないほうがいいよ。,You should not smoke too much.
・お酒が飲めないのに、みんなと同じ値段を払わなければいけないから飲み会が嫌いです。,I don't like drinking parties because I have to pay the same price as everyone else even though I don't drink alcohol.
・勉強した後で、シャワーを浴びます。,I'm going to take a shower after studying.
・ギターを弾きながら歌えますか。,Can you sing while playing the guitar?
・晩御飯の後で、歯を磨きます。,"After dinner, I'll brush my teeth."
・言いたいことは言えたので、後悔はしていません。,"I've said what I wanted to say, so I don't regret it."
・このあたりの電車はよく遅れがちなのだ。,The trains in this area are often late.
・音楽ならいちばんジャズが好きです。,I like jazz music the best.
・東京へ引っ越して以来、実家の両親に連絡していない。,I haven't contacted my parents since I moved to Tokyo.
・桜が綺麗なうちに花見をしてしまいましょう。,I want to travel and eat as much as possible while my parents are still alive.
・最近、授業の内容が難しくなってきたから、しっかり予習しておきます。,"The content of the class has become more and more difficult lately, so I'll do my best to prepare for it."
・先生のおかげで、行きたかった大学に合格できました。,I was able to pass the university I wanted to go to thanks to my teachers.
・三泊四日なら、九份と淡水はどうかな？,"If it's four days and three nights, how about Jiufen and Danshui?"
・もう少しゆっくり話していただけませんか。,Could you please speak a little more slowly?
・テストの準備ができている人は補習授業を受けなくてもいいです。,"If you are ready for the test, you don't have to take the make-up class."
・新しい漢字を覚えるのが好きです。,I like to learn new Kanji characters.
・最近、太り気味なので、毎日ジョギングをすることにしました。,"Since I've been gaining weight lately, I've decided to go jogging every day."
・日本では大学入試は2月から３月にかけて行われる。,"In Japan, university entrance examinations are held in February and March."
・田中さん遅いですね。ちょっと、様子を見てきます。,"Mr. Tanaka, you're late. I'll go check on him."
・この町は静かだし、治安もいいので、住みやすいです。,"This town is quiet and safe, so it's easy to live here."
・毎日歩くことこそ、1番良い健康法だ。,Walking every day is the best way to stay healthy.
・やらせてくださいと頭を下げてお願いした以上は、途中でやめるわけにはいかない。,I can't quit in the middle of a project if I've bowed down and asked to be allowed to do it.
・毎日、そんなにタバコを吸っていると癌になりかねないよ。,"If you smoke that much every day, you might get cancer."
・日本料理の中で、寿司がいちばん好きです。,I like sushi the best among Japanese dishes.
・この作文は、日本語能力から言えば、まだまだだが、内容はいい。,"This essay is not quite good enough in terms of Japanese ability, but the content is good."
・私はできるだけ、野菜を毎日食べるようにしています。,I try to eat as many vegetables as I can every day.
・すみませんが、鞄を持ってください。,"Excuse me, please take my bag."
・遅刻する時や休む時は必ず学校に連絡すること。,"If you are going to be late or take a day off, be sure to call the school."
・あの黒い眼鏡をかけている人を知っていますか。,Do you know the man with the dark glasses?
・走ればなんとか終電に間に合うかもしれない。,"If I run, I might be able to catch the last train."
・会社の先輩はとても頼りがいがある人物で尊敬している。,I respect my seniors in the company because they are very dependable people.
・ジョンさんの日本語は上手ですが、ネイティブからするとまだまだ不自然です。,"John's Japanese is good, but it is still unnatural for a native speaker."
・ファンのみなさんあっての優勝です。,The fans are the reason for my victory.
・先生、今何をお読みですか。,"What are you reading now, doctor?"
・少しの間だけ、荷物を置かせていただけませんか。,I lost my wallet and can't go home.
・話しぶりからすると、このへんの出身じゃないみたい。,"From the way he talked, he didn't seem to be from around here."
・日本にいる間に、相撲を見てみたいです。,I want to see a sumo match while I am in Japan.
・彼がそんなことをしたなんて、信じがたい話だ。,It's unbelievable that he would do such a thing.
・あ、もしもしお母さん。今日はちょっと図書館に寄ってから、帰るね。,"Oh, hello, mother. I'm going to the library today and then I'm going home."
・2日前の晩、何を食べたか覚えてる？,Do you remember what you ate two nights ago?
・パスポートを見せてください。,Please show me your passport.
・家に着くか着かないかのうちに、雨はやみました。,The rain stopped before I reached home.
・キムさんは昨日、彼氏と３時間も電話で話したそうだ。,Kim said she talked to her boyfriend on the phone for three hours yesterday.
・心配しないでください。必ず帰ってきますから。,"Don't worry about me. Don't worry, I'll be back."
・地球を守るために私たちはゴミを分別したりリサイクルについて考えなければなりません。,"In order to protect the earth, we need to separate garbage and think about recycling."
・彼の症状からすると、心臓の病気かもしれません。,"Based on his symptoms, he may have a heart condition."
・中級クラスになってから、授業の内容は難しくなる一方だ。,The content of my classes has become more difficult since I entered the intermediate class.
・あれ、店が閉まってる。今日は休みのようだ。,"Oh, the stores are closed. Looks like they're closed today."
・あとで、みんなで飲むためにビールを冷やしておきます。,I'll chill the beer for everyone to drink later.
・自分がされて嫌だと思うことは、はじめからしないことです。,"If you want to lose weight, don't do anything you don't want to do."
・明日は雨が降るかもしれないから、傘を持っていったほうがいいですよ。,"It might rain tomorrow, so you'd better take an umbrella with you."
・ううん、まだ行ってない。,"No, I haven't gone yet."
・私のふるさとは静かすぎて、つまらないです。,My hometown is too quiet and boring.
・いくら謝られても、絶対に許しません。,"No matter how much you apologize, I will never forgive you."
・この薬のおかげで、だいぶ楽になりました。,"Thanks to this medicine, I feel much better."
・国から家族が来るので、来週休みます。,"My family is coming from abroad, so I'll be absent next week."
・鈴木さんはi-phone Xを使っています。,Mr. Suzuki is using an i-phone X.
・それについては、私に説明させてください。,Please let me explain about it.
・なんでそんなに怯えてるの？まるでお化けでも見たかのようだよ。,Why are you so frightened? You look as if you've seen a ghost.
・日本では、車を運転するとき道路の左側を走ることになっている。,"In Japan, we are supposed to drive on the left side of the road when we drive."
・この後、飲みに行きませんか。,Would you like to go out for a drink afterwards?
・GWは鳥取県の大山という所にいってきました。,I went to a place called Daisen in Tottori Prefecture for GW.
・発表の最中に何を言えばよいのか忘れてしまい、頭が真っ白になった。,I forgot what to say during a presentation and my mind went blank.
・飲み会の後で、ちょっとカラオケでも行かない？,Do you want to go to karaoke after the party?
・残念なことに、希望していた会社の面接で落ちてしまった。,"Unfortunately, I failed the interview at the company I wanted to work for."
・時間とお金がたくさんあったら、どこに行ってみたいですか。,"If you had a lot of time and money, where would you like to go?"
・映画が終わるか終わらないかのうちに、観客は席を立ち始めた。,"As soon as the movie was over, the audience started to leave their seats."
・身分を証明できる物をお持ちでしょうか。,Do you have proof of your identity?
・雨が降っても、コンサートは行う予定です。,We will hold the concert even if it rains.
・このダイエット薬は、飲み始めて１ヶ月以上経ってからでないと効果は出ません。,This diet pill will not be effective until you have been taking it for more than a month.
・あまりの衝撃で、昨日は一睡もできなかった。,I was so shocked that I couldn't sleep at all last night.
・十分に検討した上で、どうするか返答いたします。,I would like to hear your opinions before deciding.
・最近、本当に暑すぎますよ。外に出たく無いです。,It's really too hot these days. I don't want to go outside.
・このカバンは安い上に、質も良い。,The bag is cheap and of good quality.
