Script,Translation
90年代後半の 後期トレンディーの香りする 若干,It's like the post-trendy vibe from the late '90s or something.
若干やけど,Just a bit.
（馬場園）“一生しゃべれる”って 言ってましたからね,-She said they could talk forever. -Yes.
“から まただね”,"""So we'll do this again."""
“まただね”,"""Again."""
（山里）それが 90年代後期の トレンディーなんですね？,That's the vibe from the late '90s?
（徳井）ちょっと 女子が突っ張る感じね,"Yes, where the woman is a little tougher."
（馬場園）なるほど,I see.
あそこ くっつきそうかい？ 歩君,Do you think they'll hook up?
（望月）けど 達也さんがって 言われてませんでしたっけ？,But didn't Tatsuya say who he's into?
（ﾄﾘﾝﾄﾞﾙ）あっ そうだそうだ （徳井）そうやね,-That's right. -Yes.
（山里） そうだ 知ってるんだ,-That's right. -Yes. Oh! He knows that his friend likes her.
自分の仲間が （ﾄﾘﾝﾄﾞﾙ）さすが さすが （山里）この子 好きって言ってるの 分かってるから,Oh! He knows that his friend likes her.
ちゃーんと理解してるね,"Man, you really get it."
（徳井）冷静に覚えてたな 大人が全員 忘れてるところを,He totally remembered it. Something we adults have forgotten.
でも お友達としてって 思ってるかもしれないですよね,He may be thinking of her just as a friend.
（山里）いやあ 男女に友情なんか 成立しないからね,I don't know. Friendships between men and women don't really exist.
宇宙ですか？ ここ,Are we in space?
（YOU） 違う ごめん ごめん…,-Sorry. -Sorry.
（YOU）ごめん １人にしてごめん （徳井）みんなが何か,"Sorry. Everyone probably thought, ""Who is he to know something like that?"""
“あいつにそんなこと分かんのか？” っていうのが,"Everyone probably thought, ""Who is he to know something like that?"""
その空気が支配してしまって ごめん,That's what that pause was.
それで僕 こんな 窒息状態だったんですね,That's why I had that choking feeling.
クッてなったんで,"Just... ""Ack!"" You know..."
それにしても みのりさんのボディー,"By the way, Minori's body."
ねえ すごかったです （徳井）炸裂でしたね,Body? -It's spectacular. -It really is.
タップダンサーとかも結構 クラッといっちゃってんじゃ ないですか？,The tap dancer might also have been knocked out by that.
いってますね タップは （山里）そうですよね タップ,"-I think Tap has. -Yes,"
それからの 夜のご機嫌じゃないですか？ あれ,Tap did seem to be in a good mood at night.
刻んだやろな だいぶ （馬場園）タップ,-He must have danced hard that day. -Tap?
仲間も気づくくらい “お前なんか今日の音いいな” みたいな,"Like, the others would notice, ""Hey, your tapping sounds chipper today."
（徳井） “あれ どうした？”みたいな,"-What happened?"" -""Oh, really?"""
（YOU）“何か違うぞ？”なんて （山里）“恋してるだろ？”みたいな,"-""Hey, something sounds different."" -""I think you are in love."""
（ﾄﾘﾝﾄﾞﾙ）音で分かる,By how he sounds!
全部 タップでやってんじゃない？,"Yes, all by his tap moves."
“お前は 何だ 今日どうした…”,"Like, ""Hey, how's it going?"""
（馬場園）すげー！ タップトーク？,Tap talk?
タップトーク （馬場園）タップトーク？,-Tap talk. -Tap talk!
いやあ タップで告白シーン見たいな,I want to see him talk with his tap moves.
“好きだよ”って パタパタパタ…,"""I like you."" And then..."
“えっ 何？”,"""What?"""
“聞こえない”,"""I can't hear you."""
トレンディー！ トレンディーだな,So trendy!
（徳井）一気に70年代まで さかのぼりましたね,We've gone back to the '70s!
（タップを踏む音）,TOKYO TAMA
（雄基）速くしまーす,TAP DANCE CLASS Faster now!
ドンドン ドンドン せーの,INSTRUCTOR: YUKI ADACHI
ワン ツー スリー フォー ファイブ シックス,"Ready, and one, two, three, four, five, six."
音 合わせる　エイト,Synchronize with each other.
ワン ツー スリー フォー,"Eight... One, two, three, four..."
ワン ツー スリー フォー,"And one, two, three, four,"
ファイブ シックス セブン エイト,"five, six, seven, eight."
アンド ワン ツー スリー フォー,"five, six, seven, eight. And one, two, three, four..."
じゃ シングルから みんなで,"Okay, from the single time step, everyone."
はい１回　いくよ,Okay. Ready.
タタッ タタッ タタッ タタッ,"Ta-tah, ta-tah, ta-tah, ta-tah."
ファイブ シックス せーの,"Five, six, ready... YUKI ADACHI (27) TAP DANCER."
タタッ タタッ… ジャンプ入らない,"FROM TAMA, TOKYO. STARTED TAP DANCING AT THE AGE OF 7."
タタッ タタッ タタッ,"No jumping. Ta-tah, ta-tah... To the side."
横,"No jumping. Ta-tah, ta-tah... To the side. WON TAP DANCE BATTLE JAPAN OPEN 3 YEARS IN A ROW. SINGLE FOR 9 MONTHS."
後ろ,To the back.
リュウノスケ しっかり踏む,Step firmly.
反対　はい！,The other side.
（達也）どうも （慎）どうも,"Hey. -Hi. -Oh, he's back."
（達也）あれ？ 帰ってきたの？ お疲れさまです,"-Hi. -Oh, he's back. -All done for the day? -I've been home."
（悠里子）帰ってたよ お風呂入ってた,-All done for the day? -I've been home.
そうなんだ,"-I was in the bath. -Oh, right."
（みのり）きたー （美月）ありがとう,Thank you.
（達也）完成？ （美月）まだ,-Is it done? -Not yet.
（美月）もうちょい,A bit more.
（達也）ママみたいだね （美月）え？,Like a mom.
（達也）ママみたい （慎）寮長 寮長,-What? -Like a mom. -Like a mom? -A housemaster.
（美月）あっ ねえ 揃ったからさ 誕生日 決めようよ,"Hey, now that we're here, let's figure out the birthday."
（美月）もうすぐ誕生日だから （悠里子）確かに,-It's almost his birthday. -That's right.
（美月）みんな日程は どうなの？ 何かある？,What is everyone's schedule like? Do you have something?
（みのり）19… （悠里子）19…,I'm off on the 19th.
仕事,I'm working.
（美月）仕事？ それは分かってる （達也）18だったら空いてる,"-That, I know. -I'll go look. I'm off the 18th."
そこ変えられない （美月）前夜祭？,That you can't change.
（美月）お待たせいたしました （一同）いただきます,It's finally ready. -Thanks for the meal. -Thanks for the meal!
（達也）うん （みのり）おいしい,Delicious.
おいしいね,It's good.
（みのり）タラだっけ？ 何だっけ？ これ,-I'm glad. -What was this again?
（みのり）タラ？ （美月）タラ タラ,-Grilled fish? -It's cod.
何か久しぶりに こういうご飯食べたわ,It's been a while since I've had a meal like this.
（慎）18は無理だって （達也）無理？,-He can't do the 18th. -No?
（達也）19は？ （美月）19だね,-So the 19th. -The 19th.
何あげる？,What will we give him?
ダンスのやつは分かんないもんね うちら,We don't know much about dance.
海パンはくって言ってたよ 練習の時,He said he wears his swim trunks for his rehearsal.
えっ どんな水着 着てた？,What kind of swim trunk was he wearing?
（慎）魚の柄の水着だった （美月）魚？,-A fish pattern. -Fish?
（悠里子）緑の？ （慎）違う,-Were they green? -No.
（悠里子）あれ？ 違ったっけ？ （慎）白とブルー,-Not that? -White and blue.
（美月）いやいや さすが よく見てるよ,"As expected, you are observing well."
大好きだもんね,You too are buddies.
そういうのやめて,-What color does he like? -Stop teasing me.
何がいいかな？,I wonder what would be good.
（美月）でも“悠里が選んだよ” って言えば,"-If you said, ""Yuri picked it for you..."" -Then he would wear it."
（みのり）はいてくれるね （美月）絶対 喜ぶよ,"-If you said, ""Yuri picked it for you..."" -Then he would wear it. He would be happy for sure."
（悠里子）みのりでもいいじゃん （美月）かわいい子が言えば,-Maybe Minori could pick. -You just need someone cute.
（美月）大丈夫だよってことだよ （みのり）私じゃダメだ,"-Maybe Minori could pick. -You just need someone cute. No, not me."
何か女の子って そういうとこあるよね,Girls often have this issue of being too modest.
謙遜しあうところ （慎）確かにね,Girls often have this issue of being too modest. -Definitely. -It's not good.
（達也）よくないわ,-Definitely. -It's not good.
自分のこと カッコいいと思ってるでしょ？,"-You think you're pretty cool, huh? -I do."
思ってるよ 思ってるよ,"-You think you're pretty cool, huh? -I do. Yes, I do."
（みのり）お腹いっぱい （美月）お腹いっぱい,-That was good. -I'm full.
（一同）ごちそうさまでした,-I'm full. Thanks for the meal. -Thanks for the meal.
（美月）とりあえず じゃあ 計画としては,"-Thanks for the meal. -So, for now, as a plan,"
あれで オーケーね,we'll go with that.
ちょっと 俺 洗濯だけやってこよ,I'm gonna go do my laundry.
毎日 洗濯してる人 教えてよ,I'll... You do it every day. Teach me.
（慎）いいですよ,Sure.
（悠里子）洗濯物 多くない？ まこっちゃん,"You do a lot of laundry, Makocchan."
（慎）多いよ （悠里子）ねっ,"Yes, I have a lot."
（美月）練習着さ 手洗い？ 突っ込んでる？,"Do you wash your practice uniform by hand? -Or throw them in a machine? -Yes, I throw them in."
（慎）突っ込んでる,"-Or throw them in a machine? -Yes, I throw them in."
洗濯機ね 行ったらね 両方のとこにすごい…,"When I was in the laundry room, there were two big piles."
えっ あれ… あれだよね？ 洗う前のやつだよね？,"That's before the wash, right?"
（慎）洗った 洗った （みのり）洗った？,-That's done. -Those were washed? -Where do you dry it? -It was really smelly.
めっちゃ臭いとか言っちゃった （慎）え？,-Where do you dry it? -It was really smelly.
めっちゃ臭いって言ったよ （美月）臭いって言ってるよ,-She said it was smelly. -It was stinky.
ウソでしょ？,"No, really?"
（悠里子） ヤバい これは面白い,-It was really smelly. -That's trouble.
（慎）ダメだわ もう （美月）あー もうダメだわ,"I'm screwed. Oh, you're done."
（悠里子）私 言ってないぞ,I didn't say it.
（みのり）何で逃げんの？ 言ったじゃん 一緒に,"I didn't say it. Oh, you did."
“これ臭くない？”って （悠里子）言った,"""It's smelly."" -I did. -Yes, Yuri said it, too."
（みのり）悠里も言ったよ,"-I did. -Yes, Yuri said it, too."
（美月）どっち使う？ （慎）女子 右 （慎）男子 左で （美月）そういうルール作ったの？,"-The women on the right and the men, left. -Ah, that's the rule?"
（慎）俺 両方 使っちゃってるけど （美月）いいよ 別に全然,"-But I am using both machines. -Oh, that's fine."
（美月）とりあえず,Let's see.
（達也）こっち？ （慎）うん,-This one? -Yes.
（美月）よいしょ,Phew.
（達也）これ何？ どれを入れんの？ （慎）これで…,Which do you put in?
（達也）使い慣れてるね さすが,He knows what he's doing.
（美月）で スタート？ （慎）うん,-He's good. -And? -Start? -Yes.
（慎）イエス （美月）オーケー,-Yes. -Okay.
（達也）何だかんだで みんな料理上手なの？,Everyone seems decent at cooking.
美月が絶対 上手じゃん,Mizuki's pretty good.
（達也）やっぱ あれ？ 最初は謙遜するやつ？,Is it that thing? It's about being modest at first.
（みのり）何で？ だってさ 料理できないって 言ってたじゃん,-Why? -At first you said you couldn't cook.
だから違う 人に ふるまうほどじゃないよ,"Well, just not good enough to treat other people."
っていう話だよ （達也）あっ そう,"Well, just not good enough to treat other people. -I see. -Yeah."
何でだろうね,I wonder why...
女の子って みんな謙遜するよね？,women are so modest.
（達也）かわいい かわいくないとか言い出したらさ,"When I say that someone's cute,"
“えー！”みたいになるでしょ？,they all squeal or make a fuss...
お互い褒め合って 終わるパターン,then praise each other.
そうするしかないじゃん,"Well, that's all we can do about it."
何で？ かわいくないとかないの？,"Why, isn't it about whether you really are cute or not?"
それ 仲の良さによる めっちゃ仲良かったら,"It depends how well we know each other. So if we are close,"
“それヤバくない？”って 言えるでしょ,"we can say, ""That's not cute."""
でも 大して仲良くなかったら “えー いいじゃん”って言う,"-But if not, we say, ""Oh, that's cute."" -You say that?"
（達也）ヤバいね それ,That's harsh.
（慎）涼しい,It's cool in here.
どう？,So?
（慎）どうって まだ終わんないでしょ… 何が？,What do you mean?
（達也）どう？ （慎）何が？,"-What is it? -Oh, you know."
（達也）いろいろ （慎）何が？,"-What is it? -Oh, you know. -Like, what? Really. -How is it?"
別に まだ 様子見てる感じ,-Nothing yet. -No? -Just checking it out. -Right.
（達也）そう,-Just checking it out. -Right.
ちょっと最初のほうとは 変わったな,Things have changed since the beginning.
（慎）変わってきた？ （達也）変わってきたなと思う,-It's changing? -Yeah.
マジか （達也）ちょっとね,Really?
例えば？,Such as?
（達也）意外とね こう,"Unexpectedly, actually. -Like, Yuriko was around here. -Yeah."
悠里子ちゃん ここにいたんだけどね,"-Like, Yuriko was around here. -Yeah."
ちょっとずつ来てるね こう,But now she's going off like so.
だいぶ来てるっしょ,She's come a long way.
（達也）ないの？ そういう感情は,Don't you have feelings like that?
（慎）いやあ… まだね １週間 経ってないよ,-No? -Not yet. -Not yet. -It hasn't been a week yet.
（達也）まだ １週間だけど いろいろ 何となくこう…,"It hasn't been a week yet, but you can kind of see."
（慎）まあ シルエットが出てきた？ （達也）シルエットが ぼんやり見えてきた,"-Their silhouettes are starting to show. -Yes, slowly."
こっからね （慎）こっからだね,-We start from here. -From here.
史上 最もムーディーな 洗濯機前なんじゃないかと,That's the most romantic laundry room ever.
本当ですね,That's true.
（山里）薄明かりの下に 洗濯機２台,"Yes, two washing machines in the dark."
でも 何か言ってましたよね？ あそこで,He was saying something there. You know...
悠里子ちゃんが… （ﾄﾘﾝﾄﾞﾙ）達也君が,"Yes, about Yuriko. Yes, Tatsuya did."
すごいね 何かこう 人に点数とかつけたりする 感じの人だな あの人,"Yes, he's someone who rates people."
男前のいい感じの性格の悪さが 出始めてるな,The typical attitude of a handsome guy is coming out.
でも ちゃんと切ってるとこ ちょっとステキだったよね,But he also works hard. It's attractive.
でも 切られてる人,"Although, the client would be thinking,"
“カッコいいけど ちょっと声高いな”と…,"Although, the client would be thinking, ""He's attractive, but his voice is too high."""
“ちょっと声高いんだよな”,"""I have a bad feeling."
“ちょっと何か声高いな ヤダなー ヤダなー”,"It's just, a little too high. I have a bad feeling."""
“何かヤダな 高いな 高いなー”,"""I have a bad feeling. It's too high."""
（馬場園）何で怖い話？,Why make it sound like a ghost tale?
何で稲川淳二さんの キャラになってんだ,"Yeah, why do we mimic Junji Inagawa? JUNJI INAGAWA"
“あれ？ おかしいぞ”,"""There's something strange."
“背も高いし 顔もカッコいい”,He's tall and good looking.
“でも 何かヤダなー”,But I have a bad feeling.
“ヤダな ヤダな 声が高いなー”,"I just can't place it. His voice is too high."""
どうっすか？ 料理,What about the cooking?
まあ そんなに日数 経ってない段階で,"They don't really know each other, there,"
料理作るってなって バリスタのサケのホイル焼き,"They don't really know each other, there, and then the barista makes that fish meal."
それは 徳井さん的には ちょっとメニュー的に ちょっと距離を縮め過ぎると いうことですか？,"That, for you, is a bit too early to make that kind of meal?"
いや 男目線でいくと,"Well, from a guy's perspective,"
すごくいいチョイスかなって いう感じ,that comes off as a really good quality.
オシャレすぎたりせず,It's not excessively fancy.
しかも サラッと何か “この子 料理できるんやろな”,"But it was a simple way of saying,"
みたいなんを 軽く におわす感じ,"But it was a simple way of saying, ""I can cook."""
（YOU）あとね ホイル焼きは ぶっちゃけた話,"""I can cook."" Also, to tell you the truth, cooking with foil is super easy."
楽です （馬場園）そうです,"Also, to tell you the truth, cooking with foil is super easy."
手間が全然かからないですよね （徳井）そうなんや,"-You don't need to do much. -Oh, really."
だから 分かってらっしゃるって ことですよ,I think she knows that. -I see. -I think she's brilliant.
とてもステキだと思います,-I see. -I think she's brilliant.
女子同士も別に “うわっ”って陰で言うこともない,"Even for the women, it's not something extravagant."
（馬場園）ベストのメニューですよ （YOU）そうです,-Right? The best choice. -Yes.
（山里）女子は,"So for women,"
“うわっ”って言われる メニューってあるんですか？,there is a dish that is extravagant?
キッシュです,A quiche.
（美月）さっきね,Just now...
パジャマ着たら 悠里が,"when I put on my pajamas, Yuri said,"
“それ サッカーの？” とかって言って,"when I put on my pajamas, Yuri said, -""Is that from soccer?"" -Which?"
これこれ （みのり）どれ？,"-""Is that from soccer?"" -Which?"
（美月）レイカーズ,"-Lakers. -That's basketball, right?"
（みのり）バスケでしょ？ （悠里子）あっ 知ってる？,"-Lakers. -That's basketball, right? -Basketball. -You know that?"
（美月）“サッカーの？ ウソ”って （みのり）バスケ 書いてあるよ,"-Duh! Really? -It says ""Basketball"" on it."
遠くから見たから,I saw it from far away.
（美月）そしたら 何か,"Then she said, ""Aren't basketball players kind of cool?"""
バスケの男子 カッコよくない？ってなって,"Then she said, ""Aren't basketball players kind of cool?"" Yeah."
バスケが一番カッコいい人 多くない？,Aren't basketball players the coolest?
（みのり）サッカーじゃない？ （悠里子）サッカーかな？,-I think soccer. -Soccer?
（美月）はい こんな感じで,"Okay, here we go."
（みのり）一休さんね （美月）一休さんね,"-This is Monk Grab? -Yes, Monk Grab."
バスケ部がよかったの？,So you like boys who play basketball?
（悠里子）バスケ部の人が…,Boys in the basketball team--
止まるよね （みのり）いいよ いいよ,I had to think!
付き合ってたの？ バスケ部と,Were you dating someone from a basketball team?
ずっと片思いだった 小学校から,I had feelings for this one since elementary school.
高校は結構 部活 重要じゃない？ 何入ってるかって,"In high school, it's pretty important which group you're in."
（美月） 何部と付き合ってた？,What kind of guys did you date?
（みのり）サッカー部 ３年間 ずっとサッカー部,"Soccer players, the whole three years."
（美月）私もサッカー部だった （悠里子）サッカー部？,"-Oh, really? -Me, too. -The soccer team? -Soccer's cool, yeah?"
サッカー部 カッコいいよね,"-The soccer team? -Soccer's cool, yeah?"
ウッチー 何部だったかな？,"-What club was Uchi in, you think? -I think he said soccer."
サッカーって言ってなかった？ （悠里子）サッカーっぽいな,"-What club was Uchi in, you think? -I think he said soccer. He seems like a soccer guy."
（テーブルをたたく音）,He seems like a soccer guy.
女慣れしてそう,He seems comfortable with women.
大富豪しよう ゆっくり考えてやれるやつ,Let's play President. Something we can play slowly.
何の話だっけ？ これから話になったのか,"What were we talking about? Oh, right, from this."
（悠里子） どんな人がタイプ？ （美月）そうそう… レイカーズ着てて,"-So what's your type? -Right, from the Lakers."
この前 言ったとおりだよ,Just like I said before.
（悠里子）背が高くて… （みのり）そう 落ち着いてる人,-Tall. -Yes. And calm.
（美月）落ち着いてる人ってさ,"-And calm. -You know, people that are calm..."
もう何か うちらの共通の人が ３人しかいないからさ,"Well, there are only three of them."
で 言ったらどれなの？,Which one would it be?
言ったら まこっちゃんじゃん？ 落ち着いてるの,I guess Makocchan seems calm.
（美月）あっ そう,Right.
だんだん 結婚みたいな,"If you're thinking about marriage,"
何か適当には 付き合えないじゃん もう,you can't just casually date anymore.
もう？ もう？ （美月）えっ うん,-Anymore? -Yes.
社会人になったら なおさらじゃない？ （美月）そうだね,Even more so if you're already in the work force.
考えないの？ ２人 全然 そういう結婚願望とかない？,You don't think about it? Don't you think about getting married?
私 結婚したい もう （美月）もうしたい？ （悠里子）あっ でも,-I want to get married already. -Already?
今 ４年生だから 卒業してから,"-Well, I'm in my fourth year. -Oh, right. I guess after graduation."
（美月）すぐ結婚するんだったら 今だよね 付き合っとくなら,"Well, if you want marriage to happen then, you've got to start dating now."
（美月）悠里 どんな人がいいって 言ってたっけ？,"What type were you into again, Yuri?"
３人の中だったら…,-Out of the three of them? -Yeah.
まこっちゃん （美月）ウソ！ （みのり）一番？,-Makocchan. -He's number one?
（美月）あっ そう でも みのりもそうでしょ？,Right. But isn't that the same with everyone?
（悠里子）まこっちゃん ２票 （美月）居やすいよね,-Makocchan has two votes. -He's easy to like.
何か空気感が いい気がする,His general vibe is nice.
まこっちゃん？,Makocchan?
まさかの３票 うん,He got all three votes.
えっ てか みんな まこっちゃんなの？ びっくりなんだけど,"-Wait, so we're all into him? -I am surprised."
（ﾄﾘﾝﾄﾞﾙ）こんばんは （一同）こんばんは,-Good evening. -Good evening.
（YOU）テラスハウスは 見ず知らずの男女６人が,"Terrace House is a show about six strangers, men and women, 6 STRANGERS, MEN AND WOMEN, SHARE A HOUSE."
共同生活する様子を ただただ 記録したものです,"6 STRANGERS, MEN AND WOMEN, SHARE A HOUSE. living together, and we observe how they interact with each other."
用意したのはステキなおウチと ステキな車だけです,All that we've prepared is a beautiful home and automobile.
台本は一切ございません （ﾄﾘﾝﾄﾞﾙ）はい,There is no script at all. That's right.
さて 前回は いろいろありましたね,"So, a lot happened in the last episode."
（馬場園）ありました （徳井）ざわつきましたね,"-Yes, it did. -That's right."
（ﾄﾘﾝﾄﾞﾙ） まず 慎君とみのりちゃんが ２人で夜のランニングへ,"First, Makoto and Minori went for a night jog together."
（みのり）いけるじゃん 全然,-It's totally fine. -Sure is.
（慎）みのり いけるね,"MAKOTO HASEGAWA, 21 YEARS OLD, 4TH YEAR AT MEIJI GAKUIN UNIVERSITY"
（慎）また ランニングだね,"MINORI NAKADA, 21 YEARS OLD, MODEL Go running again."
付き合ってもらおっかな？ ランニングに,-I might ask you to accompany me. -Hmm?
ランニングに 付き合ってもらおっかな？,I might ask you to come running with me again.
（山里）相当 雰囲気よかったですよね,"-There's certainly a good vibe there. -Yes, there is."
そこに バリスタさんが ちょっと 嫉妬まじりで こう いろいろ質問するっていう,And then the barista is asking these questions with a little envy.
で あの浅野感ね （YOU）浅野感ね,-The Asano vibe. -Asano vibe.
このね…,Like this.
（山里）トレンディーな 浅野温子さんのことですね,You're referring to Atsuko Asano from the trendy TV dramas.
（徳井）温子さんの雰囲気 （山里）浅野感 出してましたね,"-The influence of Ms. Atsuko. -Yes, that was there."
（ﾄﾘﾝﾄﾞﾙ）そして,"MIZUKI SHIDA, 22 YEARS OLD, OFFICE WORKER"
何と言っても タップダンサーの雄基君,"-And then, we cannot forget... -Yes. ...the tap dancer, Yuki."
夢 語ろうっつって 夢 語らせて,He made her speak out about her dream.
で 語ったら語ったで それに対してね “何か あんま入ってこねえ” みたいなこと言って,"Then in return, he told her ""it's not that clear."""
（雄基）長く話 聞いてても 何も何か入ってこないもん 今,"Like, I wasn't getting anything even though you've talked a lot."
“何 言ってんの？”って話に なっちゃうよ,"It's confusing. YUKI ADACHI, 28 YEARS OLD, TAP DANCER"
（美月）私の中では まあ,"For me, I thought..."
強い思いでやってると 思ってたから,I was doing things with certainty.
（みのり）悠里も どうしたの？ （美月）何で 何で？ どうしたの？,"What's wrong, Yuri? Why? Why are you crying?"
（慎）悠里ちゃん どうしたの？ （悠里子）いや だって,"What's wrong, Yuri? Mizuki was trying so hard to talk it out."
美月も 一生懸命 話してるからさ,Mizuki was trying so hard to talk it out.
（山里） あんな ひどいことあります？,Can you believe that?
で 泣いちゃって （徳井）泣いて それで,"And she cried. Yes, then Yuriko started to sob along too, like contagious vomiting."
悠里子ちゃんも つられて もらいゲロみたいな感じで,"Yes, then Yuriko started to sob along too, like contagious vomiting."
（馬場園）ゲロではないですけど,Not vomiting.
で 悠里子ちゃんを 呼び出したあとにね,"And then while talking intimately,"
タップダンサー 安達君が言うわけです,"the tap dancer, Adachi, explained to Yuriko"
“本当に力になってあげたいから ああいう言い方になったんだよ”,that his intention was to be supportive.
っていう そのアメとムチ作戦で “そんなの効くかい”と 思ったら…,You'd think that no one would be fooled by such a carrot-and-stick approach--
好きです （山里）ほらね,-I like that. -See?
（山里） コロリといっちゃうんだから,-Whoa. -She is so easy.
トリンドル先生が心配です （山里）そうですね,-She can't help it. -I'm more concerned with Teacher Triendl. Right.
（雄基）明確に,"YURIKO HAYATA, 23 YEARS OLD, MED STUDENT, 4TH YEAR AT TEIKYO UNIVERSITY"
自分のビジョンとか 夢を伝えると,"YURIKO HAYATA, 23 YEARS OLD, MED STUDENT, 4TH YEAR AT TEIKYO UNIVERSITY I wanted to help her clarify by sharing my vision and dream."
どうでもいい人に それをバカみたいにしゃべっても,"YUKI ADACHI, 27 YEARS OLD, TAP DANCER Even if I talked endlessly to someone who is not as passionate..."
その人が何かに 繋げてくれると思ってんのね,something might resonate within that person.
だから そこを 美月に言ってもらって,"So I wanted Mizuki to talk about it and then support her,"
俺もその力になりたかったなって いうのはあるよね,"So I wanted Mizuki to talk about it and then support her, whatever it is."
でも何か話せてよかった,I'm glad we talked.
（雄基）まあ 今度 飲みにでも,"Well, next time, let's go have a drink."
（悠里子）もう１回 話したいね,"Yeah, I want to talk again. For sure."
（徳井） やっぱり 無よりは,"Isn't it better that she thinks,"
“何この人？”とか思う… どっちかに,"""Who do you think you are?"" than to have no feelings at all--"
そうね （徳井）でも感情が動くほうが,-It's true. -That's the thing. There's a better chance for her to take an interest in him.
好きっていうふうに いくんでしょ？,There's a better chance for her to take an interest in him.
（山里）ああ… （YOU）そうだね,-I see. -It's more likely.
全然 納得いかない,I totally don't get it.
俺は まだ信じてません,I still don't believe it.
俺 絶対めっちゃくちゃ 嫌われたと思ってます,I definitely think she totally hates him now.
（徳井）ほお タップ？ （山里）はい,-Hmm. -Tap?
僕 このまま嫌われ続けて 終わると思います,I think she'll never like him. And that's it.
（馬場園）最後まで？ （山里）はい！,-Until the very end? -Yes!
（徳井）いい返事 （YOU）“ヘイ！”みたいな,"-Nice and loud. -It's like, ""Hey!"""
（YOU）“ヘイ！”みたいな “はい！”やめて はい！,"-Like a ""yes"" that sounds like, ""Hey!"" -Hey!"
久しぶりに この時間に家にいる,I haven't been home at this time in a while.
そうだよね いつも遅いもんね,That's right. You're usually out late.
みんな いつもどおり？,Is this normal?
みんな いつもどおり 遅いんじゃない？,"As usual, everyone is out late."
暇,I'm bored.
（慎）暇だよね （みのり）ねっ,"-Yeah, I'm bored. -Right?"
けど俺 夜 走るよ,I'm going out for a run again.
行く？ また うん,-Want to go out again? -Sure.
（慎）何時にしよっかな？ 飯どうするかだよね その前に,"When do you want to go? Before that, what should we do for dinner?"
何か作る？,Do you want to make something?
（慎）作る？,Sure.
冷蔵庫 いろいろ物あった気がする （慎）ちょっと見てくるわ,-There's a bunch of things in the fridge. -I'll go check it out.
ある？ （慎）サラダぐらいしかない,-So? -There's only salad.
（みのり）ないんかい,We don't have anything.
外 食いに行く？ いいよ,-Do you want to go eat somewhere? -Sure.
何？,Where?
そしたら 焼き肉だね （みのり）焼き肉？ （慎）うん,-I like grilled meat. -Grilled meat?
（慎）食える？ （みのり）食える,-Can you eat that? -Yeah.
じゃあ 行くか,Wanna go?
肉！,Meat!
（慎）あっつい （みのり）暑くないでしょ 今日は,-It's hot -It's not hot today.
（慎）いやあ 暑いほうでしょ もう夏 終わるけどね,"No, it is. -But summer will be over soon. -The pool..."
（みのり）プールね プール入りたいんだけど,-But summer will be over soon. -The pool... -Yeah. -I wanna go in.
（慎）プール掃除しなきゃだよ （みのり）うん,We need to clean it though.
（慎）初めての外食だ （みのり）ねっ,-It's our first meal out of the house. -Yup.
意外とね,Surprisingly.
みんなじゃなかった,Without everybody else.
（ぶつかる音） （みのり）痛い 痛い,Ouch.
何 飲みます？ 飲んでいいんですか？,-What would you like to drink? -Can we drink?
（慎） 飲んでいいんじゃないですか？,Why not?
走るの諦めるの？,-Give up on running? -What?
え？ 諦める,"-Give up on running? -Yeah, forget it."
昼起きで何もしてない？ 今日,Got up in the afternoon and did nothing? -Hey? -Today.
（慎）今日 何もしてないね,"No, I haven't done anything."
昨日の今日だもんね,Neither today nor yesterday.
わりと遅かったしね,We went to bed late.
（慎）昨日 マジ遅かったね,It was really late yesterday.
お疲れーっす,-Cheers. -Cheers.
（みのり）お疲れ イェイ,-Cheers. -Cheers. Yay.
何だったんだろう？ あれ （慎）雄基は やっぱ大人だよね,"-What was up with that? -Well, Yuki is an adult."
大人じゃないけど ちょっと言い方きつかったけどね,"I mean, what he said was a bit harsh."
そこまで言わなくても いいじゃんって思ったけど,I thought he didn't have to go that far.
誰もフォローしないからさ,"Like, no one opposed him."
そうだね 女子からしたら そうだよね,Right. It must have felt like that on the women's side.
（みのり）ウッチーと昨日さ ２人で ちょっと話したじゃん,"You know, Uchi and I talked for a while last night."
（慎）俺 寝てから？ （みのり）そうそう…,"-After I went to bed? -Yes, that's right."
何 話したの？ ねっ,-What did you guys talk about? -Right.
（慎）何？ 何？,What? What?
何 話したの？ 何 話したんでしょう？,-What did you talk about? -What do you think we talked about?
誰が一番いいの？ “いいの？”っていうか 話しやすいっていうか,"So, who do you find is the best, I mean, the easiest, to talk to?"
話しやすい？,The easiest to talk to?
ウッチーか,Is it Uchi?
ウッチー でも別に あんま話してないけどね,I haven't really spoken much to Uchi.
２人っきりで話したのだって 昨日 初めてだし,"I mean, the only time we talked alone was yesterday."
そうなの？ （みのり）うん,-Right. -Yeah.
（みのり）女子のさ 話してるとこ見ててさ,-When you see us women talking... -Yup.
何かさ “こいつら本当に仲良いのかよ” とか思わない？,...do you wonder if we're getting along?
思う思う！ めっちゃ思うよ,I do. I do! I really do.
思うでしょ,I totally think about it.
“ああ この人たち だいぶ けん制してんな”って思うもん,"I think, like, ""Those girls are holding back."""
どうしたらいいと思う？ あれ,What should I do about that?
