Sentence,Translation
・田中さんは千鳥足で歩きながら帰っていった。,Mr. Tanaka walked home in staggered steps.
・私は学校に通いながらアルバイトもしている。,I'm going to school and working part-time.
・明日は休みだから、学校に行かなくてもいい。,"Tomorrow is a vacation, so you don't have to go to school."
・お腹がいっぱいだったら、無理して食べなくてもいいんだよ。,"If you are full, you don't have to force yourself to eat."
・テストの準備ができている人は補習授業を受けなくてもいいです。,"If you are ready for the test, you don't have to take the make-up class."
・次の授業で使いますから、片付けなくてもいいですよ。,You don't have to clean up because we'll use it in the next class.
・お掃除ロボットを買ったから、今後、掃除機をかけなくてもいいです。,You don't have to clean up because we will use it in the next class.
・ウェブチェックインが済んでいる人は並ばなくてもいいですよ。,You don't have to wait in line if you've already checked in online.
・この漢字は書けなくてもいいです。読めればいいです。,You don't need to be able to write these kanji. It is fine if you can read them.
・中学生以下は無料ですから、お金を払わなくてもいいです。,"Junior high school students and younger are free, so you don't have to pay."
・車を買ったから、もう電車で通勤しなくてもいいです。,"I bought a car, so I don't have to take the train to work anymore."
・今日は晴れる予定だから、傘を持って行かなくてもいいです。,"It's going to be sunny today, so I don't need to bring an umbrella."
・平日は学校があるので、６時に起きなければいけません。,"I have school on weekdays, so I have to get up at 6:00 a.m."
・明日は８時の便に乗りますから、６時までに空港に着かなければいけません。,I have to be at the airport by 6:00 a.m. because I have an 8:00 a.m. flight tomorrow.
・この会社では朝礼の時に、誰かがスピーチをしなければなりません。,"In this company, someone has to give a speech at the morning meeting"
・日本では家に入るとき、靴を脱がなければなりません。,"In Japan, you have to take off your shoes when you enter a house."
・借りたものはきちんと返さなければなりませんよ。,You must return what you borrow.
・車に乗るときは、後部座席に座っている人もシートベルトをしなければなりません。,"When riding in a car, people sitting in the back seat must also fasten their seatbelts."
・子供はもっと外で遊ばなければなりませんよ。ゲームばっかりしていたら良くないです。,Children need to play outside more. It's not good to play games all the time.
・地球を守るために、私たちはゴミを分別したり、リサイクルについて考えなければなりません。,"In order to protect the earth, we need to separate garbage and think about recycling."
・アメリカではチップをあげなければならない習慣がある。,"In the U.S., it is customary to give a tip."
・あ〜、明日までに家賃を払わなくちゃ。,"Oh, I have to pay the rent by tomorrow."
・あ〜、仕事が終わらない。今日の約束、キャンセルしなきゃ。,"Oh, I can't finish my work. I have to cancel my appointment today."
・機内持ち込みは7kgまでかぁ・・・もっと軽くしなきゃ。,The carry-on weight limit is 7kg... I have to go lighter.
・たかし、もう７時半よ。早く起きなさい。,"Takashi, it's already 7:30. Get up early."
・ゲームばかりしてないで、たまには勉強しなさい。,"Don't play games all the time, study once in a while."
・食べる前に手を洗いなさい。,Wash your hands before you eat.
・ほら、ちゃんと野菜も食べなさい。,"Eat your vegetables, too."
・もっと、よく噛んで食べなさい。,Chew your food more thoroughly.
・ちゃんと、自分の部屋は自分で掃除しなさい。,Clean your room by yourself.
・ジョンさん、どこ行くの！待ちなさい。,"Mr. John, where are you going? Wait for me."
・ほら、早く準備しなさい。,"Come on, get ready."
・問題１. 次の問いに答えなさい。,Question 1: Answer the following questions.
・もっと考えてから、言いなさい。,Think more before you say it.
・悪いことをしたら、素直に謝りなさい。,"If you do something wrong, you should apologize."
・ドアを開けなさい！何しているの。,Open the door! What are you doing?
・しっかりしなさい！,Pull yourself together!
・お黙りなさい！,Shut up!
・いいね。マレーシアならエアアジアでチケットを買うと安いよ。,"That's a good idea. If you're going to Malaysia, you can buy a ticket on Air Asia."
・髪を切るなら、最近、駅前にできた美容院がおすすめだよ。安いし、学生割引もあるよ。," If you want to get your hair cut, I recommend the hair salon that recently opened in front of the station. It's cheap, and they have a student discount."
・そう？遅れそうなら、少し時間をずらしましょうか。,"Really? If you're going to be late, let's move the time a little."
・それならCanonのカメラがいいんじゃない。,Then I think a Canon camera would be good for you.
・コンビニに行くなら、コーラ買ってきてくれない？,"If you're going to the convenience store, can you get me a Coke?"
・それなら保証があるはずだから、無料で直せるんじゃない？,"I'm sure you have a warranty on it, so you can fix it for free."
・初めてなら、浅草とか東京タワーに行けばいいんじゃない？,"If it's your first time, why don't you go to Asakusa or Tokyo Tower?"
・初めてのデートなら、映画とかカラオケとかがいいんじゃない。,"If it's your first date, a movie or karaoke would be good."
・三泊四日なら、九份と淡水はどうかな？,"If it's four days and three nights, how about Jiufen and Danshui?"
・それなら、今度、交流会に参加してみない？,"If that's the case, why don't you join the exchange meeting next time?"
・ちょっとコンビニへ水を買いに行ってきます。,I'm going to the convenience store to buy some water.
・デパートへ靴を買いに行きます。,I'm going to a department store to buy some shoes.
・図書館へ勉強に行きます。,I'm going to the library to study.
・日本へ観光に来ました。,I'm going to the library to study.
・家へ忘れ物を取りに帰ります。,I'm going home to pick up something I forgot.
・郵便局へ切手を買いに行きます。,I am going to the post office to buy stamps.
・病院へ健康診断を受けに行きます。,I am going to the hospital for a medical checkup.
・日本へ留学に来ました。,I am coming to Japan to study.
・銀行へお金を借りに行きます。,I am going to the bank to borrow money.
・事務室へレポートを出しに行きます。,I am going to the office to submit a report.
・この漢字は画数が多くて、覚えにくいです。,This kanji has so many strokes that it's hard to remember.
・この魚は骨が多くて、食べにくいです。,"This fish has a lot of bones, so it's hard to eat."
・鈴木先生の授業はちょっとわかりにくくて、眠いです。,Mr. Suzuki's class is a little difficult to understand and I feel sleepy.
・ジョンさんの字は汚いので、読みにくいです。,"Mr. John's handwriting is dirty, so it's hard to read."
・利根さんはいつも怒っているような顔をしているから、話しにくいです。,"Mr. Tone always looks angry, so it's hard for me to talk to him."
・この靴は疲れにくくて、おすすめです。,I recommend these shoes because they don't make me tired.
・このペンは安いですが、壊れにくいので気に入っています。,"This pen is cheap, but I like it because it is hard to break."
・このあたりは高いビルがたくさんあるし、うるさいし、住みにくそうです。,I like this pen because it is cheap but hard to break.
・後ろの席に座ってしまったので、ホワイトボードの字が見えにくいです。,"I'm sitting in the back of the room, so it's hard to see the words on the whiteboard."
・仕事を辞めたいんですが、店長にはとてもお世話になったので、言いにくいです。,"I want to quit my job, but it's hard to tell the manager because he has been so kind to me."
・私はコーラにします。,I'll have a Coke.
・母の誕生日プレゼントは財布にしました。,My mother's birthday present was a wallet.
・私はこの髪型にします。,I'll have this hairstyle.
・大型の台風が近づいてきているので、今日は休みにします。,"A big typhoon is approaching, so I'll take today off."
・今日は先生の体調が悪いので、自習にします。,"The teacher is not feeling well today, so we will study by ourselves."
・うーん。どっちにしようかな。,Hmmm... I wonder which one I should choose.
・あ、もう５時ですね。そろそろ帰りましょうか。,It's already five o'clock. Let's go home soon.
・この料理美味しいですね。なんていう料理ですか。,"This food is delicious, isn't it? What kind of food is it?"
・だんだん、寒くなって来ましたね。,"It's getting colder and colder, isn't it?"
・ジョンさんはいつも元気ですね。,"You're always so cheerful, John."
・わぁ、トムさん。お久しぶりですね。,"Hello, Mr. Tom. It's been a while."
・明日は漢字テストですね。もう、勉強しましたか？,You have a kanji test tomorrow. Have you studied for it yet?
・今日は暑いですね,It's so hot today.
・そうですか。大変ですね。,I see. It's tough.
・じゃあ、このボタンを押せばいいんですね。,Then you can press this button.
・私は海で泳ぐのが好きです。,I like to swim in the sea.
・私は小説を読むのが好きです。,I like to read novels.
・私は日本語を勉強するのが好きです。,I like to study Japanese.
・カラオケで大声で歌うのが好きです。,I like to sing loudly at karaoke.
・私は一人で旅行するのが好きです。,I like to travel by myself.
・新しい漢字を覚えるのが好きです。,I like to learn new Kanji characters.
・私は話すのが好きです。,I like to talk.
・私はバイクに乗るのが好きです。,I like to ride a motorcycle.
・フィリピン人は歌を歌うのが好きですね。,Filipinos like to sing.
・私は冗談を言われるのが嫌いです。,I don't like to be told jokes.
・勉強は好きですが、試験のために勉強するのは嫌いです。,"I like to study, but I don't like to study for exams."
・私は部屋を掃除するのが嫌いです。,I don't like to clean my room.
・私は嘘をつかれるのが大嫌いです。,I hate being lied to.
・私は待つのが嫌いです。,I hate to wait.
・（電話で）申し訳ありません。電車が遅れているので、到着が遅れそうです。,"I'm sorry to call you. The train is running late, so I'll be arriving late."
・（電話で）熱があるようなので、今日は休ませてください。,"It seems I have a fever, so please let me rest today."
・仕事が終わったので、そろそろ帰ります。,"I've finished my work, so I'd better get going."
・すみません。暑いので、エアコンをつけてもいいですか。,"I'm sorry. It's too hot, can I turn on the air conditioner?"
・国から家族が来るので、来週休みます。,"My family is coming from abroad, so I'll be absent next week."
・来週から１週間国へ帰るので、学校を休ませてください。,"I'm going back to my country for a week from next week, so please let me take a break from school."
・この映画、面白かったので、２回も見てしまった。,I enjoyed this movie so much that I watched it twice.
・ちょっと約束があるので、私は先に帰ります。,"I have an appointment, so I'm going home first."
・あと１０分で終電が来るので、私は先に帰りますね。,"The last train is coming in 10 minutes, so I'll go home first."
・床は滑りやすいので、注意してください。,"The floor is slippery, so please be careful."
・台風が近づいているので、明日は休みです。,"There is a typhoon coming, so I will be off tomorrow."
・ちょっと忙しいので、あとでもいいですか。,"I'm a little busy, can I come back later?"
・先生、いくら考えてもわからないので、教えていただけませんか。,"Sir, I can't figure it out no matter how much I think about it, so can you please tell me?"
・ジョンさん、間違いが多すぎるので、やり直してください。,"Mr. John, there are too many mistakes, please start over."
・Facebookの広告が鬱陶しいので、使うのをやめました。,I've stopped using Facebook because the ads are annoying.
・ここは騒がしいので、別のところへ行きましょう。,"It's too noisy here, let's go somewhere else."
・言いたいことは言えたので、後悔はしていません。,"I've said what I wanted to say, so I don't regret it."
・テストで１００点を取ったのに、誰も褒めてくれなかった。,"I got 100 points on a test, but no one praised me for it."
・父は英語教師なのに、英語を上手に話せません。,"My father is an English teacher, but he can't speak English very well."
・薬を飲んだのに、全然良くなりません。,"I've taken the medicine, but I don't feel any better."
・手術したのに、まだ足が痛いんです。,My leg still hurts even though I had an operation.
・頑張って勉強したのに、試験に受からなかった。,"I studied hard, but I couldn't pass the exam."
・まだ新しいパソコンを買って１週間も経っていないのに、壊れてしまった。,"I bought a new computer less than a week ago, but it broke down."
・トムさんは１０年も日本に住んでいるのに、全然日本語が話せない。,"Tom has been living in Japan for 10 years, but he can't speak Japanese at all."
・木村さんは１年留学したのに、留学する前と全然変わっていない。,"Mr. Kimura has studied in Japan for a year, but he hasn't changed at all."
・約束の時間に遅れないように急いで来てのに、他の友達はみんな遅刻して来た。,"I hurried to arrive at the appointed time so as not to be late, but all my other friends came late."
・一生懸命頑張ったのに、行きたかった大学に合格できませんでした。,"I worked really hard, but I couldn't get into the university I wanted to go to."
