Script,Translation
米はアジアでは大切な作物だ,Rice is a very important crop in Asia.
その県の主な作物は小麦です,Wheat is the main crop in that province.
サツマイモはやせた土地でもできる作物だ,Sweet potatoes are a crop that can be grown on thin land.
この地は寒すぎて作物が育たない,It's too cold to grow crops here.
彼らはとても愉快な人たちです,They are very pleasant people.
花瓶の花が枯れました,The flowers in the vase have withered.
釣りは釣れさえすれば愉快なものです,Fishing is fun as long as you catch it.
愉快な経験,Pleasant experience.
愉快に感じる,Pleasant to feel
愉快に語り合う,Pleasant to talk to
飲んで歌って愉快にやろう,"Let's drink, sing, and be merry"
一日を愉快に過ごす,Spend the day in joy
7月上旬に夏祭りがありますよ,There's a summer festival in early July.
彼はごく平凡な人です,He's a very ordinary man.
先生にお礼の手紙を書きました,I wrote a thank-you note to the doctor.
洗濯物がまだ湿っています,The laundry is still damp.
私は綿のシャツをよく着ます,I often wear cotton shirts.
湿らないようにする,I'll make sure it doesn't get damp.
霧吹きで湿らせる,I'll mist it to keep it damp.
湿った雰囲気　,Damp atmosphere　
その件でしたら先ほど上司から許可を得ております,I've just received permission from my supervisor to do that.
試験の前に英文を暗記したんだ,He memorized the English text before the exam.
彼は釣りの名人です,He's an expert fisherman.
10円玉は銅でできています,The ten-yen coin is made of copper.
こちらを差し上げます,I'll give you this one.
雪の上にうさぎの足跡があった,There were rabbit's footprints in the snow.
私の父は大工です,My father is a carpenter.
水は水素と酸素でできています,Water is made of hydrogen and oxygen.
二人は婚約しています,They're engaged to be married.
兄は商社に勤めています,My brother works for a trading company.
これは初級の教科書です,This is an elementary textbook.
彼女は結婚生活に失望していたの,She was disappointed in her marriage.
友達が見舞いに来てくれたよ,A friend came to visit me.
あと少しで山の頂上です,We're almost at the top of the mountain.
ベレストの頂点に到達する,He will reach the top of Mount Everest.
そのとき彼の人気は頂点に達した,That's when his popularity reached its peak.
富士山の頂上にはまだ雪があった,There was still snow on the top of Mt.
頂上の眺めはえも言われないほどです,The view from the top is indescribable
今が暑さの頂上だ,Now is the top of the heat.
あと少しで山の頂上です,We are almost at the top of the mountain.
このドレスはとても上品なデザインですね,This dress is very elegantly designed.
上品な服装をしている,She is dressed elegantly.
上品な食べ方をする,You eat elegantly.
それはとても上品な柄だった,That was a very elegant pattern.
その部屋には上品な家具が置かれている,The room is elegantly furnished.
彼女はいつも上品な装いをしている,She is always elegantly dressed.
彼女の物腰は上品で奥ゆかしい,Her manner is elegant and reserved.
彼女は髪を上品に結っていた,She wore her hair in an elegant bun.
昨夜自転車の盗難にあったよ,My bicycle was stolen last night.
ガス会社がメーターを調べにきたぞ,The gas company is here to check your meter.
今日は水を2リットル以上飲んだわ,I've drunk more than two liters of water today.
醜い争いはやめましょう,Let's not get into an ugly fight.
彼女は性根が醜い,She has an ugly temperament.
彼女はスキーで足を骨折したの,She broke her leg skiing.
毎度ありがとうございます,Thank you for everything.
掲示が一面に張ってある壁,The wall is covered with notices.
大会のスローガンを掲示したよ,I put up the slogan for the competition.
学校は明日は休みだという掲示が出ている,There's a sign that says school is closed tomorrow.
1 号車から 5 号車には禁煙の掲示が出ている,No smoking signs in cars 1 through 5
「立見席のみ」という掲示がその劇場に出ていた,"A ""standing room only"" sign was posted in the theater."
彼女は薬品を戸棚から出したんだ,She pulled some chemicals out of the cupboard.
それひとつ頂戴,Give me one of those.
ありがたくちょうだいする,"I'll take it, thank you."
お写真をちょうだいできませんか,"Can I have a photo, please?"
大変おいしくちょうだいいたしました,It was very delicious.
このキャンディ 1 つちょうだい,Can I have one of these candies?
一緒に行ってちょうだい,I want you to go with me.
お使いに行ってちょうだい,I need you to run an errand for me.
ボーイに荷物を運んでもらった,I asked the boy to carry my bags.
見本はこちらにございます,Here's a sample.
箱の角が潰れていますよ,The corners of the box are crushed.
見本どおりに作る,Follow the example.
見本どおりにできあがる,It's done according to the sample.
見本で注文を取る,Taking orders from a sample
見本を提供する,Provide a sample
実演して見本を示す,Demonstrate and set an example
彼は役人の見本みたいな男だ,He's like a model bureaucrat.
彼の葬式は明日です,His funeral is tomorrow.
日本は列島です,Japan is an archipelago.
時間がないので詳細は省きます,"We're running out of time, so I'll spare you the details."
彼は悪酔いして暴れたんだ,He was so drunk he went berserk.
彼らは垂直のがけを登り始めたの,They started to climb a vertical cliff.
この峠を越えると村があります,There's a village over this pass.
碓氷峠を越えて行こう,We'll go over the Usui Pass.
峠を越す,We'll go over the pass.
その外交問題も峠を越した,That diplomatic problem was also over the pass
ヨットでクルージングを楽しみましたわ,I enjoyed cruising on my yacht.
毛皮を税関で没収されたんだ,Our furs were confiscated by customs.
上司から厳重に注意されました,My boss gave me a stern warning.
今日は日差しが強いですね,It's very sunny today.
芝生がよく手入れされていますね,Your lawn is very well kept.
景色が良かったので途中下車したよ,I got off at a stoplight because the view was so nice.
台風で停電したよ,The typhoon caused a power outage.
ここは桜の名所です,This is a famous place for cherry blossoms.
高い山は気圧が低いね,High mountains have low pressure.
学校から父母に連絡があったんだ,I got a call from the school to my parents.
彼は恋人を失った,He's lost his girlfriend.
プレゼントにリボンを付けた,I put a ribbon on his present.
図書室で勉強した,I studied in the library.
勝った万歳！,I won. Hurray!
明日は自習の時間がある,We have study hall tomorrow.
娘は学校で足し算を習った,My daughter learned addition at school.
娘は学校で引き算を習っている,She's learning subtraction at school.
入るときはドアをノックしてください,Please knock on the door to come in.
チョークで黒板に字を書きました,I wrote on the blackboard with chalk
彼女は今休養中です,She's resting now.
この綱は直径20cmあるそうです,This rope is 20 centimeters in diameter.
ゆっくり 1 日休養する,I'm going to rest for a day.
彼は十分休養を取って次の試合に備えている,He's well rested and ready for the next game.
君は休養したほうがいい,You need to rest.
名所を見物する,See the sights.
あの都市はオリンピックの有力な候補地です,That city is a prime candidate for the Olympics.
その日国民は平和への祈りをささげるの,"On that day, the people will say a prayer for peace."
私の秘書はとても優秀です,My secretary is very good.
このソフトで画像を合成できます,I can combine images with this software.
キャンペーンに新しいイベントを組み込みました,I've incorporated a new event into the campaign.
私たち夫婦は家事を分担しています,My wife and I share the household chores.
成保存料,Synthetic preservatives
合成皮革,Synthetic leather
仕事を分担してやる,Divide the work among yourselves
仕事をめいめいに分担させる,Let each person share the work.
3 人でその仕事を分担しよう,Let's divide the work among three people.
各自仕事の分担が決まっている,Each person has his or her own share of the work.
分担が多いので少し減らしてください,"I have a lot of work to do, please reduce it a little"
私はもう決心を固めたの,I've already made up my mind.
父の教えは「自分に厳しく」です,My father taught me to be hard on myself.
彼は来年定年を迎える,He's going to retire next year.
市は昨年から歩きタバコを禁じているの,The city has banned smoking on foot since last year.
の駅で学生がたくさん乗り込んだね,I saw a lot of students getting into the train at the station.
自分の信念に従いたいと思います,I'm going to follow my convictions.
班のメンバーは5人です,There are five of us in the group.
会社が倒産しました,The company has gone bankrupt.
彼は私と再会の約束を交わした,He made a promise to me to meet again.
この機械は取り扱いに注意してください,This machine should be handled with care.
彼はバットの振りが大きすぎる,He swings the bat too loudly.
彼女は首を少し傾けて笑うの,She tilts her head slightly and smiles.
部下が疲労で倒れたの,One of my men collapsed from exhaustion.
怖くて震える,I shiver with fear.
寒くて震える,I shiver with cold.
ぶるぶる震える,Shivering.
震える手で,With trembling hands
彼のくちびるは震えていた,His lips were quivering
賊の足音を聞いて震える,Trembling when he heard the footsteps of the bandits
そう言う彼の声は震えていた,His voice was trembling as he said so
風に揺れる木々,Trees swaying in the wind
家が揺れるのを感じた,I felt the house shake
船が揺れて気持ちが悪くなった,The ship shook and I felt sick
突然足元の大地が揺れた,Suddenly the earth shook beneath my feet
車のライトが反射していますね,The lights of the car reflected off of you.
隣のビルの窓ガラスに西日が反射している,The western sun is reflecting off the windows of the building next door
月は太陽の光を反射して輝く,The moon shines reflecting the sun's light
音の反射　,Reflection of sound　
光の反射,Reflection of light
私は中立の立場を取っています,I'm taking a neutral position.
今日の遠足はよほど楽しかったらしい,Today's field trip was so much fun.
これは子供に特有の病気です,This is a disease peculiar to children.
独特の妙技,A unique skill
この本には独特の価値がある,This book has a unique value.
その文体は彼女独特のものだ,The writing style is unique to her.
独特の雰囲気,A unique atmosphere
日本特有の美術,Unique Japanese art
特有の味,Distinctive taste
彼女の作るものにはどこか特徴があ,There is something distinctive about what she creates.
この種の動物だけに見られる特徴,A characteristic found only in this kind of animal
他と異なった特徴,Characteristics that are different from others
それぞれの機械の特徴をつかむ,Grasping the characteristics of each machine
簡潔なのが彼の文の特徴だ,Simplicity is the hallmark of his writing.
私は語学の勉強にかなりの時間を費やしています,I spend a great deal of time studying the language.
特権を行使する,Exercise privilege
特権を持つ,I have a privilege.
彼はその仕事にぴったりだ,He's perfect for the job.
彼女はきっちり3時に来たわ,She came at exactly three o'clock.
このジャケットはぴったり合う,This jacket fits perfectly.
その言葉がそれを説明するにはぴったりだね,That's the best way I can describe it.
彼女のスカートはぴったり合っている,Her skirt fits her perfectly.
このドレスは私にぴったりです,This dress fits me perfectly.
彼は非暴力を説きました,He preached non-violence.
使い方を説明する,Explain how to use it
理由を説明する,Explain why.
製作手法を詳しく説く,Explain in detail the production technique
冷えた手を擦って温めた,I rubbed his cold hands to warm them.
私は彼に忍耐の必要を説いた,I preached to him the need for patience
言葉巧みに説いて聞かせる,I'd give him a good talking-to.
警察がやってきて騒動を静めたんだ,The police came and quieted the ruckus.
東京で五か国の首脳会談が開かれています,The five-country summit is being held in Tokyo.
八百屋さんでたくさんおまけしてもらったよ,I got a lot of freebies at the grocery store.
彼に営業を妨害されました,He interfered with my business.
野党が与党を厳しく非難していましたね,The opposition party was harshly criticizing the ruling party.
彼は何も非難すべき事はしていない,He hasn't done anything reprehensible.
各紙とも政府の外交政策を一斉に非難した,All the newspapers condemned the government's foreign policy at once.
彼は首相を非難する演説を行った,He made a speech condemning the prime minister.
首相の発言に対し激しい非難がわき上がった,He made a speech condemning the prime minister.
非難の矢面に立つ,I'll take the blame.
今日は授業を1時間に短縮します,We're going to cut class to one hour today.
人間は理性をもつ動物です,Humans are rational animals.
彼女は会計主任です,She is the chief accountant.
彼は世の中の偏見と戦ったんだ,He fought against the prejudices of the world.
この小説の主題は反戦です,The theme of this novel is anti-war.
言論の自由は国民の権利です,Freedom of speech is a national right.
雑誌にその女優の対談が載っていたよ,There was an interview with the actress in the magazine.
停電のため仕事を中断しました,The power outage interrupted our work.
言葉の起源に大変興味があります,I'm very interested in the origin of language.
テレビで明日の気象情報を確認したよ,I checked the weather report for tomorrow on TV.
最近事件の真相が明らかになったよ,The truth about the recent incident has come to light.
最近生活にゆとりがでてきました,I have recently become more relaxed in my life.
間違えることは恥ではありません,There is no shame in making a mistake.
彼は国の英雄ですね,He's a hero to his country.
私は良心に従って行動します,I act according to my conscience.
彼はとても誠実な人です,He's a man of great integrity.
彼が犯人なのは明白です,It's obvious he's guilty.
3日に1度の割りで彼からメールが来るの,I get a text from him every three days.
彼は悪いことをしたので罰を受けたんだ,"He did something wrong, and he's being punished."
彼女はずいぶん大胆なことを言うね,"She's very bold, isn't she?"
彼は去年、家を新築しました,He built a new house last year.
自分の考えを付け加えました,I've added my thoughts.
彼の行いはモラルに反しています,His behavior is unethical.
彼女は家計を任されているの,She's in charge of the family finances.
ここから先は隣の国の領土です,This is the territory of a neighboring country.
わが社は今年度黒字となりました,Our company is in the black this year.
彼は歯科医師です,He is a dentist.
その先生はいつも授業の前に雑談をするの,He always makes small talk before class.
彼はあの通りに店を構えているの,He has a store on that street.
彼女はまだ仕事の経験が乏しい,She hasn't had much work experience yet.
彼女は流行に敏感だね,She's very trendy.
主観だけで物事を見てはいけない,Don't look at things subjectively.
今更後悔してももう遅いよ,It's too late for regrets now.
動物は本能のまま動くね,"Animals act on instinct, don't they?"
その事故で多くの人が負傷したの,A lot of people were injured in that accident.
この会社は急成長を遂げました,This company has grown rapidly.
今日の議題は面白そうです,Today's agenda looks interesting.
彼の予言は当たったことがないね,"His predictions have never come true, have they?"
展覧会は連日にぎわいました,The exhibition was crowded every day.
彼女の訴えは認められたわ,Her appeal was granted.
敗戦の原因は何だろう,I wonder what caused her to lose the war.
そんなことをしても無意味よ,There's no point in doing that.
私の学校には制服がありません,There are no uniforms at my school.
妻の不在中、夫は毎日外食したんだ,My husband ate out every day while his wife was away.
彼には大学生と同等の学力があります,He has the academic ability of a college student.
努力と結果が比例していないの,His effort is out of proportion to his results.
パトカーが車を追跡しているわ,There's a police car following your car.
生徒たちは朝8時ごろ登校します,The students arrive at school around eight in the morning.
なぞの飛行物体を追跡する,We're tracking a mysterious flying object.
卒業生の動向を追跡する,Track the movements of the graduates.
あの国は経済的に繁栄している,That country is thriving economically.
その絵は一見に値しますよ,That picture is worth a look.
雨はだんだん強まります,The rain is getting heavier and heavier.
あなたの経歴をメールで送ってください,Send me an email with your background.
私は3人の子供を養っています,I have three children to support.
私はまだ両親と同居しています,I still live with my parents.
彼女は政治について無知でした,She was ignorant of politics.
山は鮮やかな緑でした,The mountains were bright green.
市長がテープをカットした,The mayor cut the ribbon.
被災地に物資を送ったよ,I sent some supplies to the disaster area.
八百屋でみかんを買いました,I bought some oranges at the grocery store.
弟が高等学校を卒業しました,My brother has graduated from high school.
その建物の番地は分かりますか,Do you know the street number of the building?
外から悲鳴が聞こえたな,I heard a scream from outside.
預金には利息がつきます,A deposit earns interest.
仕事には時間と労力が必要です,Work requires time and effort.
彼は家から追い出された,He was thrown out of the house.
夜になって風が弱まったね,The wind died down in the night.
衣類の整理をしたよ,I sorted through my clothes.
火の手が弱まった,The fire's dying down.
風が弱まった,The wind has died down.
雨が弱まって霧雨になった,The rain has weakened to a drizzle.
彼は非行のため 1 週間登校禁止になってい,He has been suspended from school for a week for bad behavior
この絵は美しいです,This picture is beautiful.
今夜は星がとても美しい,The stars are so beautiful tonight.
朝ご飯にはいつもパンを食べる,She always eats bread for breakfast.
彼女はいつも元気だ,She is always healthy.
彼女は足が太い,She has big legs.
彼は足が長い,He has long legs.
明日6時に起こしてください,Please wake me up at 6:00 tomorrow.
私は毎朝7時に息子を起こします,I wake my son up every morning at seven.
その写真を見せてください,Let me see that picture.
去年のデータを見せてください,Let me see the data from last year
娘がピンクのドレスを着ている,My daughter is wearing a pink dress.
私の娘はアメリカにいます,My daughter is in America.
今日は一人の時間を楽しみたい,I want to enjoy my time alone today
日本の生活を楽しんでください,I hope you enjoy your life in Japan
すてきな色のセーターですね,That's a nice colored sweater.
どっちの色が好きですか,Which color do you like better?
みんなにお菓子をあげましょう,Let's give sweets to everyone
みんなにこのことを伝えてください,Please tell everyone about this
テストでいい点を取った,I got a good score on the test.
メモを取ってください,Please take a note.
